,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
13,2008,8-8 (50.0%),6-8-2 (42.9%),5-3 (62.5%),3-4-1 (42.9%),4-4 (50.0%),3-5 (37.5%),3-2 (60.0%),2-3 (40.0%),1-2 (33.3%),1-2 (33.3%),3-12-1 (20.0%)
14,2007,9-7 (56.3%),7-7-2 (50.0%),6-3 (66.7%),3-5-1 (37.5%),5-3 (62.5%),3-4-1 (42.9%),5-3 (62.5%),3-4-1 (42.9%),0-0 (0.0%),0-0 (0.0%),6-9-1 (40.0%)
15,2006,5-11 (31.3%),5-9-2 (35.7%),1-3 (25.0%),1-3 (25.0%),3-5 (37.5%),3-4-1 (42.9%),0-3 (0.0%),0-3 (0.0%),3-2 (60.0%),3-1-1 (75.0%),8-7-1 (53.3%)
16,2005,10-6 (62.5%),10-6 (62.5%),8-2 (80.0%),7-3 (70.0%),6-2 (75.0%),5-3 (62.5%),5-1 (83.3%),4-2 (66.7%),0-1 (0.0%),0-1 (0.0%),7-8-1 (46.7%)
17,2004,6-10 (37.5%),8-8 (50.0%),3-5 (37.5%),3-5 (37.5%),3-5 (37.5%),4-4 (50.0%),2-2 (50.0%),2-2 (50.0%),1-2 (33.3%),2-1 (66.7%),4-12 (25.0%)
18,2003,5-11 (31.3%),7-8-1 (46.7%),2-1 (66.7%),0-2-1 (0.0%),3-5 (37.5%),1-6-1 (14.3%),2-1 (66.7%),0-2-1 (0.0%),1-4 (20.0%),1-4 (20.0%),8-7-1 (53.3%)
19,2002,7-9 (43.8%),7-8-1 (46.7%),4-2 (66.7%),3-3 (50.0%),5-3 (62.5%),4-4 (50.0%),4-1 (80.0%),3-2 (60.0%),1-2 (33.3%),1-2 (33.3%),8-7-1 (53.3%)
20,2001,8-8 (50.0%),8-7-1 (53.3%),1-2 (33.3%),0-3 (0.0%),4-4 (50.0%),3-5 (37.5%),1-2 (33.3%),0-3 (0.0%),3-2 (60.0%),3-2 (60.0%),6-10 (37.5%)
21,2000,8-8 (50.0%),6-10 (37.5%),6-8 (42.9%),4-10 (28.6%),4-4 (50.0%),3-5 (37.5%),4-4 (50.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),6-10 (37.5%)
22,1999,10-6 (62.5%),8-8 (50.0%),9-3 (75.0%),6-6 (50.0%),6-2 (75.0%),4-4 (50.0%),6-2 (75.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
23,1998,6-10 (37.5%),7-9 (43.8%),2-4 (33.3%),2-4 (33.3%),4-4 (50.0%),4-4 (50.0%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),10-6 (62.5%)
24,1997,8-7-1 (53.3%),8-8 (50.0%),6-3-1 (66.7%),4-6 (40.0%),5-2-1 (71.4%),3-5 (37.5%),4-2-1 (66.7%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),5-11 (31.3%)
25,1996,9-7 (56.3%),10-6 (62.5%),4-4 (50.0%),4-4 (50.0%),5-3 (62.5%),6-2 (75.0%),3-2 (60.0%),3-2 (60.0%),1-1 (50.0%),2-0 (100.0%),10-6 (62.5%)
26,1995,6-10 (37.5%),6-9-1 (40.0%),1-2 (33.3%),0-3 (0.0%),4-4 (50.0%),3-5 (37.5%),1-2 (33.3%),0-3 (0.0%),3-2 (60.0%),3-2 (60.0%),7-9 (43.8%)
27,1994,3-13 (18.8%),6-10 (37.5%),0-3 (0.0%),0-3 (0.0%),0-8 (0.0%),1-7 (12.5%),0-3 (0.0%),0-3 (0.0%),0-5 (0.0%),1-4 (20.0%),8-7-1 (53.3%)
28,1993,4-12 (25.0%),5-10-1 (33.3%),2-4 (33.3%),1-5 (16.7%),3-5 (37.5%),3-4-1 (42.9%),2-3 (40.0%),1-4 (20.0%),1-2 (33.3%),2-0-1 (100.0%),8-8 (50.0%)
29,1992,9-7 (56.3%),5-10-1 (33.3%),9-4 (69.2%),5-7-1 (41.7%),6-2 (75.0%),3-4-1 (42.9%),6-2 (75.0%),3-4-1 (42.9%),0-0 (0.0%),0-0 (0.0%),5-11 (31.3%)
30,1991,14-2 (87.5%),11-4-1 (73.3%),14-2 (87.5%),11-4-1 (73.3%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
31,1990,10-6 (62.5%),7-8-1 (46.7%),10-2 (83.3%),7-4-1 (63.6%),7-1 (87.5%),5-3 (62.5%),7-0 (100.0%),5-2 (71.4%),0-1 (0.0%),0-1 (0.0%),8-8 (50.0%)
32,1989,10-6 (62.5%),5-10-1 (33.3%),7-5 (58.3%),2-10 (16.7%),4-4 (50.0%),1-7 (12.5%),3-4 (42.9%),0-7 (0.0%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
33,1988,7-9 (43.8%),5-11 (31.3%),6-6 (50.0%),3-9 (25.0%),4-4 (50.0%),2-6 (25.0%),4-4 (50.0%),2-6 (25.0%),0-0 (0.0%),0-0 (0.0%),10-6 (62.5%)
34,1987,11-4 (73.3%),8-6-1 (57.1%),8-3 (72.7%),4-6-1 (40.0%),6-1 (85.7%),2-4-1 (33.3%),5-1 (83.3%),1-4-1 (20.0%),1-0 (100.0%),1-0 (100.0%),7-5 (58.3%)
35,1986,12-4 (75.0%),9-7 (56.3%),11-1 (91.7%),7-5 (58.3%),7-1 (87.5%),5-3 (62.5%),7-1 (87.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),7-8-1 (46.7%)
36,1985,10-6 (62.5%),8-7-1 (53.3%),7-3 (70.0%),5-4-1 (55.6%),5-3 (62.5%),3-4-1 (42.9%),4-2 (66.7%),2-3-1 (40.0%),1-1 (50.0%),1-1 (50.0%),8-8 (50.0%)
37,1984,11-5 (68.8%),10-6 (62.5%),9-4 (69.2%),8-5 (61.5%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
38,1983,14-2 (87.5%),11-4-1 (73.3%),12-1 (92.3%),8-4-1 (66.7%),7-1 (87.5%),5-2-1 (71.4%),7-0 (100.0%),4-2-1 (66.7%),0-1 (0.0%),1-0 (100.0%),12-3-1 (80.0%)
39,1982,8-1 (88.9%),7-2 (77.8%),5-0 (100.0%),4-1 (80.0%),3-1 (75.0%),2-2 (50.0%),3-0 (100.0%),2-1 (66.7%),0-1 (0.0%),0-1 (0.0%),3-6 (33.3%)
40,1981,8-8 (50.0%),8-7-1 (53.3%),4-2 (66.7%),3-2-1 (60.0%),5-3 (62.5%),4-3-1 (57.1%),3-2 (60.0%),2-2-1 (50.0%),2-1 (66.7%),2-1 (66.7%),8-8 (50.0%)
41,1980,6-10 (37.5%),7-9 (43.8%),4-3 (57.1%),1-6 (14.3%),4-4 (50.0%),2-6 (25.0%),3-3 (50.0%),1-5 (16.7%),1-1 (50.0%),1-1 (50.0%),7-8-1 (46.7%)
42,1979,10-6 (62.5%),11-5 (68.8%),4-2 (66.7%),3-3 (50.0%),6-2 (75.0%),6-2 (75.0%),4-1 (80.0%),3-2 (60.0%),2-1 (66.7%),3-0 (100.0%),8-7-1 (53.3%)
43,1978,8-8 (50.0%),7-9 (43.8%),6-5 (54.5%),4-7 (36.4%),5-3 (62.5%),4-4 (50.0%),4-2 (66.7%),3-3 (50.0%),1-1 (50.0%),1-1 (50.0%),1-1 (50.0%)
44,1977,9-5 (64.3%),8-5-1 (61.5%),5-2 (71.4%),2-4-1 (33.3%),5-2 (71.4%),4-3 (57.1%),3-1 (75.0%),1-3 (25.0%),2-1 (66.7%),3-0 (100.0%),0-1 (0.0%)
45,1976,10-4 (71.4%),8-6 (57.1%),6-3 (66.7%),4-5 (44.4%),5-2 (71.4%),4-3 (57.1%),4-1 (80.0%),3-2 (60.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
46,1975,8-6 (57.1%),9-5 (64.3%),7-3 (70.0%),6-4 (60.0%),5-2 (71.4%),6-1 (85.7%),4-1 (80.0%),4-1 (80.0%),1-1 (50.0%),2-0 (100.0%),0-0 (0.0%)
47,1974,10-4 (71.4%),9-5 (64.3%),8-1 (88.9%),7-2 (77.8%),6-1 (85.7%),6-1 (85.7%),5-1 (83.3%),5-1 (83.3%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
48,1973,10-4 (71.4%),8-6 (57.1%),10-3 (76.9%),8-5 (61.5%),7-0 (100.0%),5-2 (71.4%),7-0 (100.0%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
49,1972,11-3 (78.6%),7-6-1 (53.8%),10-2 (83.3%),6-5-1 (54.5%),6-1 (85.7%),4-3 (57.1%),6-1 (85.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
50,1971,9-4-1 (69.2%),7-7 (50.0%),5-1-1 (83.3%),3-4 (42.9%),4-2-1 (66.7%),2-5 (28.6%),4-1-1 (80.0%),2-4 (33.3%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
51,1970,6-8 (42.9%),6-7-1 (46.2%),2-1 (66.7%),2-1 (66.7%),4-3 (57.1%),4-2-1 (66.7%),1-1 (50.0%),1-1 (50.0%),2-2 (50.0%),2-1-1 (66.7%),0-0 (0.0%)
52,1969,7-5-2 (58.3%),6-7-1 (46.2%),5-0-1 (100.0%),2-3-1 (40.0%),4-2-1 (66.7%),2-5 (28.6%),3-0-1 (100.0%),1-3 (25.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
53,1968,5-9 (35.7%),5-8-1 (38.5%),3-1 (75.0%),1-3 (25.0%),3-4 (42.9%),2-4-1 (33.3%),2-0 (100.0%),0-2 (0.0%),1-4 (20.0%),2-2-1 (50.0%),0-0 (0.0%)
54,1967,5-6-3 (45.5%),6-7-1 (46.2%),4-2-2 (66.7%),3-5 (37.5%),2-4-1 (33.3%),2-4-1 (33.3%),2-1-1 (66.7%),1-3 (25.0%),0-2 (0.0%),1-0-1 (100.0%),0-0 (0.0%)
55,1966,7-7 (50.0%),7-6-1 (53.8%),3-2 (60.0%),2-3 (40.0%),4-3 (57.1%),4-3 (57.1%),3-1 (75.0%),2-2 (50.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
56,1965,6-8 (42.9%),5-9 (35.7%),4-1 (80.0%),2-3 (40.0%),3-4 (42.9%),1-6 (14.3%),3-1 (75.0%),1-3 (25.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
57,1964,6-8 (42.9%),8-6 (57.1%),3-1 (75.0%),3-1 (75.0%),4-3 (57.1%),5-2 (71.4%),3-1 (75.0%),3-1 (75.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
58,1963,3-11 (21.4%),6-8 (42.9%),1-1 (50.0%),1-1 (50.0%),1-6 (14.3%),3-4 (42.9%),1-1 (50.0%),1-1 (50.0%),0-5 (0.0%),2-3 (40.0%),0-0 (0.0%)
59,1962,5-7-2 (41.7%),8-6 (57.1%),1-2-1 (33.3%),1-3 (25.0%),3-4 (42.9%),4-3 (57.1%),1-2 (33.3%),1-2 (33.3%),2-2 (50.0%),3-1 (75.0%),0-0 (0.0%)
60,1961,1-12-1 (7.7%),6-8 (42.9%),1-0 (100.0%),1-0 (100.0%),1-6 (14.3%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),0-6 (0.0%),3-3 (50.0%),0-0 (0.0%)
61,1960,1-9-2 (10.0%),4-7-1 (36.4%),1-0 (100.0%),1-0 (100.0%),1-4-1 (20.0%),1-4-1 (20.0%),1-0 (100.0%),1-0 (100.0%),0-4 (0.0%),0-4 (0.0%),0-0 (0.0%)
62,1959,3-9 (25.0%),4-8 (33.3%),1-0 (100.0%),1-0 (100.0%),2-4 (33.3%),2-4 (33.3%),1-0 (100.0%),1-0 (100.0%),1-3 (25.0%),1-3 (25.0%),0-0 (0.0%)
63,1958,4-7-1 (36.4%),6-6 (50.0%),3-2 (60.0%),3-2 (60.0%),3-2-1 (60.0%),4-2 (66.7%),3-1 (75.0%),3-1 (75.0%),0-1-1 (0.0%),1-1 (50.0%),0-0 (0.0%)
64,1957,5-6-1 (45.5%),7-4-1 (63.6%),2-3 (40.0%),1-3-1 (25.0%),2-3-1 (40.0%),3-2-1 (60.0%),2-1 (66.7%),1-1-1 (50.0%),0-2-1 (0.0%),2-1 (66.7%),0-0 (0.0%)
65,1956,6-6 (50.0%),5-6-1 (45.5%),2-2 (50.0%),0-3-1 (0.0%),4-2 (66.7%),3-3 (50.0%),1-1 (50.0%),0-2 (0.0%),3-0 (100.0%),3-0 (100.0%),0-0 (0.0%)
66,1955,8-4 (66.7%),8-4 (66.7%),1-2 (33.3%),1-2 (33.3%),3-3 (50.0%),3-3 (50.0%),0-2 (0.0%),0-2 (0.0%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
67,1954,3-9 (25.0%),5-6-1 (45.5%),0-0 (0.0%),0-0 (0.0%),3-3 (50.0%),3-2-1 (60.0%),0-0 (0.0%),0-0 (0.0%),3-3 (50.0%),3-2-1 (60.0%),0-0 (0.0%)
68,1953,6-5-1 (54.5%),6-5 (54.5%),2-3 (40.0%),2-3 (40.0%),3-3 (50.0%),3-3 (50.0%),2-2 (50.0%),2-2 (50.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
69,1952,4-8 (33.3%),6-4 (60.0%),0-1 (0.0%),0-1 (0.0%),1-5 (16.7%),3-3 (50.0%),0-1 (0.0%),0-1 (0.0%),1-4 (20.0%),3-2 (60.0%),0-0 (0.0%)
