,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
37,1984,13-3 (81.3%),11-5 (68.8%),7-2 (77.8%),5-4 (55.6%),7-1 (87.5%),5-3 (62.5%),5-1 (83.3%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),6-10 (37.5%)
38,1983,9-7 (56.3%),9-7 (56.3%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),4-1 (80.0%),3-2 (60.0%),2-1 (66.7%),2-1 (66.7%),8-7-1 (53.3%)
39,1982,2-7 (22.2%),3-6 (33.3%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),0-0 (0.0%),0-0 (0.0%),5-4 (55.6%)
40,1981,10-6 (62.5%),7-9 (43.8%),7-1 (87.5%),3-5 (37.5%),8-0 (100.0%),4-4 (50.0%),6-0 (100.0%),2-4 (33.3%),2-0 (100.0%),2-0 (100.0%),8-8 (50.0%)
41,1980,8-8 (50.0%),6-8-2 (42.9%),5-3 (62.5%),3-5 (37.5%),4-4 (50.0%),3-3-2 (50.0%),4-2 (66.7%),3-3 (50.0%),0-2 (0.0%),0-0-2 (0.0%),6-8-2 (42.9%)
42,1979,10-6 (62.5%),8-7-1 (53.3%),8-4 (66.7%),6-5-1 (54.5%),6-2 (75.0%),5-3 (62.5%),4-2 (66.7%),3-3 (50.0%),2-0 (100.0%),2-0 (100.0%),6-9-1 (40.0%)
43,1978,10-6 (62.5%),8-7-1 (53.3%),8-5 (61.5%),6-6-1 (50.0%),6-2 (75.0%),6-2 (75.0%),5-2 (71.4%),5-2 (71.4%),1-0 (100.0%),1-0 (100.0%),0-2 (0.0%)
44,1977,12-2 (85.7%),9-5 (64.3%),11-0 (100.0%),8-3 (72.7%),6-1 (85.7%),6-1 (85.7%),6-0 (100.0%),6-0 (100.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
45,1976,9-5 (64.3%),7-7 (50.0%),8-0 (100.0%),6-2 (75.0%),6-1 (85.7%),4-3 (57.1%),6-0 (100.0%),4-2 (66.7%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
46,1975,6-8 (42.9%),6-8 (42.9%),6-1 (85.7%),2-5 (28.6%),5-2 (71.4%),2-5 (28.6%),5-0 (100.0%),1-4 (20.0%),0-2 (0.0%),1-1 (50.0%),0-0 (0.0%)
47,1974,7-6-1 (53.8%),9-5 (64.3%),5-3 (62.5%),5-3 (62.5%),3-3-1 (50.0%),5-2 (71.4%),3-1 (75.0%),3-1 (75.0%),0-2-1 (0.0%),2-1 (66.7%),0-0 (0.0%)
48,1973,7-5-2 (58.3%),11-3 (78.6%),5-1-1 (83.3%),5-2 (71.4%),3-3-1 (50.0%),5-2 (71.4%),2-1 (66.7%),2-1 (66.7%),1-2-1 (33.3%),3-1 (75.0%),0-0 (0.0%)
49,1972,5-9 (35.7%),8-6 (57.1%),2-1 (66.7%),2-1 (66.7%),3-4 (42.9%),4-3 (57.1%),2-1 (66.7%),2-1 (66.7%),1-3 (25.0%),2-2 (50.0%),0-0 (0.0%)
50,1971,4-9-1 (30.8%),6-7-1 (46.2%),1-2 (33.3%),0-2-1 (0.0%),2-4-1 (33.3%),3-3-1 (50.0%),1-1 (50.0%),0-1-1 (0.0%),1-3-1 (25.0%),3-2 (60.0%),0-0 (0.0%)
51,1970,5-8-1 (38.5%),7-5-2 (58.3%),3-2 (60.0%),2-2-1 (50.0%),3-3-1 (50.0%),3-2-2 (60.0%),1-1 (50.0%),0-1-1 (0.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
52,1969,5-8-1 (38.5%),8-6 (57.1%),2-2 (50.0%),2-2 (50.0%),4-2-1 (66.7%),5-2 (71.4%),2-0 (100.0%),2-0 (100.0%),2-2-1 (50.0%),3-2 (60.0%),0-0 (0.0%)
53,1968,5-9 (35.7%),5-6-1 (45.5%),1-0 (100.0%),0-0-1 (0.0%),3-4 (42.9%),2-3-1 (40.0%),1-0 (100.0%),0-0-1 (0.0%),1-4 (20.0%),2-3 (40.0%),0-0 (0.0%)
54,1967,3-11 (21.4%),7-7 (50.0%),1-1 (50.0%),1-1 (50.0%),1-6 (14.3%),3-4 (42.9%),1-1 (50.0%),1-1 (50.0%),0-5 (0.0%),2-3 (40.0%),0-0 (0.0%)
55,1966,4-10 (28.6%),6-8 (42.9%),1-1 (50.0%),1-1 (50.0%),3-4 (42.9%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),2-4 (33.3%),3-3 (50.0%),0-0 (0.0%)
56,1965,4-10 (28.6%),4-9 (30.8%),2-0 (100.0%),2-0 (100.0%),2-5 (28.6%),2-5 (28.6%),2-0 (100.0%),2-0 (100.0%),0-4 (0.0%),0-4 (0.0%),0-0 (0.0%)
57,1964,2-11-1 (15.4%),6-7 (46.2%),0-0 (0.0%),0-0 (0.0%),2-4-1 (33.3%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),2-4-1 (33.3%),4-3 (57.1%),0-0 (0.0%)
58,1963,2-11-1 (15.4%),4-7-1 (36.4%),0-1 (0.0%),0-1 (0.0%),2-5 (28.6%),2-3-1 (40.0%),0-1 (0.0%),0-1 (0.0%),2-2 (50.0%),2-1-1 (66.7%),0-0 (0.0%)
59,1962,7-7 (50.0%),7-6 (53.8%),2-3 (40.0%),2-3 (40.0%),3-4 (42.9%),2-4 (33.3%),1-3 (25.0%),1-3 (25.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
60,1961,3-11 (21.4%),4-9 (30.8%),1-1 (50.0%),0-2 (0.0%),2-5 (28.6%),4-3 (57.1%),1-0 (100.0%),0-1 (0.0%),1-5 (16.7%),4-2 (66.7%),0-0 (0.0%)
61,1960,4-9-1 (30.8%),4-7-1 (36.4%),2-2-1 (50.0%),1-3-1 (25.0%),2-4-1 (33.3%),1-5-1 (16.7%),2-2-1 (50.0%),1-3-1 (25.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
