,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
34,1987,8-7 (53.3%),6-9 (40.0%),5-5 (50.0%),3-7 (30.0%),5-3 (62.5%),3-5 (37.5%),5-3 (62.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),7-5 (58.3%)
35,1986,11-5 (68.8%),6-10 (37.5%),9-3 (75.0%),4-8 (33.3%),4-4 (50.0%),2-6 (25.0%),4-3 (57.1%),2-5 (28.6%),0-1 (0.0%),0-1 (0.0%),9-7 (56.3%)
36,1985,11-5 (68.8%),11-4-1 (73.3%),8-1 (88.9%),6-2-1 (75.0%),7-1 (87.5%),7-1 (87.5%),5-1 (83.3%),5-1 (83.3%),1-0 (100.0%),1-0 (100.0%),7-9 (43.8%)
37,1984,9-7 (56.3%),6-9-1 (40.0%),8-2 (80.0%),5-5 (50.0%),5-3 (62.5%),3-5 (37.5%),5-1 (83.3%),3-3 (50.0%),0-1 (0.0%),0-1 (0.0%),8-7-1 (53.3%)
38,1983,8-8 (50.0%),8-8 (50.0%),1-2 (33.3%),1-2 (33.3%),5-3 (62.5%),5-3 (62.5%),1-2 (33.3%),1-2 (33.3%),3-1 (75.0%),3-1 (75.0%),4-12 (25.0%)
39,1982,5-4 (55.6%),6-3 (66.7%),2-0 (100.0%),2-0 (100.0%),3-1 (75.0%),3-1 (75.0%),1-0 (100.0%),1-0 (100.0%),2-1 (66.7%),2-1 (66.7%),4-5 (44.4%)
40,1981,2-14 (12.5%),3-13 (18.8%),2-7 (22.2%),2-7 (22.2%),2-6 (25.0%),2-6 (25.0%),2-4 (33.3%),2-4 (33.3%),0-2 (0.0%),0-2 (0.0%),10-6 (62.5%)
41,1980,10-6 (62.5%),10-6 (62.5%),8-5 (61.5%),8-5 (61.5%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
42,1979,9-7 (56.3%),6-9-1 (40.0%),9-5 (64.3%),6-7-1 (46.2%),6-2 (75.0%),4-4 (50.0%),6-1 (85.7%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),11-5 (68.8%)
43,1978,11-5 (68.8%),6-10 (37.5%),10-3 (76.9%),5-8 (38.5%),5-3 (62.5%),3-5 (37.5%),5-3 (62.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),1-1 (50.0%)
44,1977,9-5 (64.3%),5-8-1 (38.5%),8-4 (66.7%),4-7-1 (36.4%),6-1 (85.7%),2-4-1 (33.3%),6-1 (85.7%),2-4-1 (33.3%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
45,1976,11-3 (78.6%),8-6 (57.1%),7-2 (77.8%),4-5 (44.4%),6-1 (85.7%),5-2 (71.4%),4-0 (100.0%),3-1 (75.0%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
46,1975,3-11 (21.4%),6-7-1 (46.2%),3-1 (75.0%),3-1 (75.0%),2-5 (28.6%),3-3-1 (50.0%),2-1 (66.7%),2-1 (66.7%),0-4 (0.0%),1-2-1 (33.3%),0-0 (0.0%)
47,1974,7-7 (50.0%),10-4 (71.4%),3-3 (50.0%),3-3 (50.0%),3-4 (42.9%),4-3 (57.1%),1-3 (25.0%),1-3 (25.0%),2-1 (66.7%),3-0 (100.0%),0-0 (0.0%)
48,1973,5-9 (35.7%),7-7 (50.0%),3-1 (75.0%),3-1 (75.0%),3-4 (42.9%),4-3 (57.1%),2-1 (66.7%),2-1 (66.7%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
49,1972,3-11 (21.4%),5-8-1 (38.5%),0-1 (0.0%),0-1 (0.0%),2-5 (28.6%),4-2-1 (66.7%),0-0 (0.0%),0-0 (0.0%),2-5 (28.6%),4-2-1 (66.7%),0-0 (0.0%)
50,1971,6-8 (42.9%),6-8 (42.9%),1-0 (100.0%),0-1 (0.0%),5-2 (71.4%),4-3 (57.1%),1-0 (100.0%),0-1 (0.0%),4-2 (66.7%),4-2 (66.7%),0-0 (0.0%)
51,1970,2-12 (14.3%),6-8 (42.9%),0-1 (0.0%),0-1 (0.0%),1-6 (14.3%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),1-5 (16.7%),4-2 (66.7%),0-0 (0.0%)
52,1969,4-10 (28.6%),11-3 (78.6%),2-0 (100.0%),2-0 (100.0%),2-5 (28.6%),6-1 (85.7%),1-0 (100.0%),1-0 (100.0%),1-5 (16.7%),5-1 (83.3%),0-0 (0.0%)
53,1968,4-10 (28.6%),4-9 (30.8%),2-3 (40.0%),1-4 (20.0%),2-5 (28.6%),3-4 (42.9%),1-3 (25.0%),1-3 (25.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
54,1967,3-10-1 (23.1%),5-9 (35.7%),2-2 (50.0%),2-2 (50.0%),2-4 (33.3%),2-4 (33.3%),2-2 (50.0%),2-2 (50.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
55,1966,8-4-2 (66.7%),7-7 (50.0%),5-2 (71.4%),2-5 (28.6%),4-2-1 (66.7%),3-4 (42.9%),2-1 (66.7%),0-3 (0.0%),2-1-1 (66.7%),3-1 (75.0%),0-0 (0.0%)
56,1965,4-8-2 (33.3%),6-8 (42.9%),1-1 (50.0%),1-1 (50.0%),1-4-2 (20.0%),3-4 (42.9%),1-1 (50.0%),1-1 (50.0%),0-3-2 (0.0%),2-3 (40.0%),0-0 (0.0%)
57,1964,10-3-1 (76.9%),8-6 (57.1%),7-3-1 (70.0%),5-6 (45.5%),4-2-1 (66.7%),2-5 (28.6%),4-2-1 (66.7%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
58,1963,8-6-1 (57.1%),8-6 (57.1%),5-3-1 (62.5%),5-4 (55.6%),5-1-1 (83.3%),5-2 (71.4%),4-0-1 (100.0%),4-1 (80.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
59,1962,9-4-1 (69.2%),8-6 (57.1%),6-2-1 (75.0%),4-5 (44.4%),6-1 (85.7%),4-3 (57.1%),5-1 (83.3%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
60,1961,9-4-1 (69.2%),7-7 (50.0%),7-1 (87.5%),4-4 (50.0%),4-2-1 (66.7%),4-3 (57.1%),4-1 (80.0%),3-2 (60.0%),0-1-1 (0.0%),1-1 (50.0%),0-0 (0.0%)
61,1960,5-9 (35.7%),4-8-1 (33.3%),0-4 (0.0%),0-4 (0.0%),3-4 (42.9%),2-4 (33.3%),0-3 (0.0%),0-3 (0.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
