,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
20,2001,7-9 (43.8%),6-8-2 (42.9%),5-2 (71.4%),3-3-1 (50.0%),3-5 (37.5%),2-6 (25.0%),3-2 (60.0%),2-3 (40.0%),0-3 (0.0%),0-3 (0.0%),5-11 (31.3%)
21,2000,4-12 (25.0%),6-10 (37.5%),1-1 (50.0%),1-1 (50.0%),3-5 (37.5%),3-5 (37.5%),1-1 (50.0%),1-1 (50.0%),2-3 (40.0%),2-3 (40.0%),8-7-1 (53.3%)
22,1999,5-11 (31.3%),6-10 (37.5%),4-3 (57.1%),3-4 (42.9%),4-4 (50.0%),4-4 (50.0%),4-1 (80.0%),3-2 (60.0%),0-3 (0.0%),1-2 (33.3%),9-7 (56.3%)
23,1998,14-2 (87.5%),11-4-1 (73.3%),10-0 (100.0%),7-3 (70.0%),8-0 (100.0%),5-3 (62.5%),7-0 (100.0%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),9-6-1 (60.0%)
24,1997,7-9 (43.8%),9-6-1 (60.0%),4-1 (80.0%),3-1-1 (75.0%),3-5 (37.5%),5-2-1 (71.4%),3-0 (100.0%),2-0-1 (100.0%),0-5 (0.0%),3-2 (60.0%),10-6 (62.5%)
25,1996,3-13 (18.8%),6-10 (37.5%),1-6 (14.3%),0-7 (0.0%),2-6 (25.0%),2-6 (25.0%),1-4 (20.0%),0-5 (0.0%),1-2 (33.3%),2-1 (66.7%),8-7-1 (53.3%)
26,1995,9-7 (56.3%),9-6-1 (60.0%),6-2 (75.0%),4-3-1 (57.1%),7-1 (87.5%),5-2-1 (71.4%),6-0 (100.0%),4-1-1 (80.0%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
27,1994,7-9 (43.8%),10-6 (62.5%),5-1 (83.3%),4-2 (66.7%),5-3 (62.5%),4-4 (50.0%),3-1 (75.0%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),9-7 (56.3%)
28,1993,6-10 (37.5%),7-8-1 (46.7%),2-5 (28.6%),1-6 (14.3%),4-4 (50.0%),4-4 (50.0%),2-3 (40.0%),1-4 (20.0%),2-1 (66.7%),3-0 (100.0%),9-7 (56.3%)
29,1992,6-10 (37.5%),6-9-1 (40.0%),6-1 (85.7%),3-3-1 (50.0%),5-3 (62.5%),2-5-1 (28.6%),5-1 (83.3%),2-3-1 (40.0%),0-2 (0.0%),0-2 (0.0%),7-9 (43.8%)
30,1991,10-6 (62.5%),9-7 (56.3%),5-2 (71.4%),4-3 (57.1%),6-2 (75.0%),5-3 (62.5%),4-1 (80.0%),3-2 (60.0%),2-1 (66.7%),2-1 (66.7%),9-7 (56.3%)
31,1990,5-11 (31.3%),7-9 (43.8%),3-3 (50.0%),2-4 (33.3%),5-3 (62.5%),4-4 (50.0%),3-2 (60.0%),2-3 (40.0%),1-1 (50.0%),1-1 (50.0%),6-9-1 (40.0%)
32,1989,3-13 (18.8%),6-10 (37.5%),2-0 (100.0%),1-1 (50.0%),3-5 (37.5%),3-5 (37.5%),2-0 (100.0%),1-1 (50.0%),1-5 (16.7%),2-4 (33.3%),9-6-1 (60.0%)
33,1988,5-11 (31.3%),8-7-1 (53.3%),2-1 (66.7%),2-1 (66.7%),2-6 (25.0%),4-4 (50.0%),2-1 (66.7%),2-1 (66.7%),0-5 (0.0%),2-3 (40.0%),7-9 (43.8%)
34,1987,3-12 (20.0%),5-9-1 (35.7%),0-1 (0.0%),0-1 (0.0%),2-6 (25.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),3-5 (37.5%),4-7-1 (36.4%)
35,1986,7-8-1 (46.7%),9-7 (56.3%),2-2 (50.0%),1-3 (25.0%),2-5-1 (28.6%),4-4 (50.0%),1-2 (33.3%),1-2 (33.3%),0-3-1 (0.0%),2-2 (50.0%),4-10-2 (28.6%)
36,1985,4-12 (25.0%),6-10 (37.5%),0-1 (0.0%),0-1 (0.0%),3-5 (37.5%),3-5 (37.5%),0-1 (0.0%),0-1 (0.0%),2-4 (33.3%),2-4 (33.3%),11-5 (68.8%)
37,1984,4-12 (25.0%),4-12 (25.0%),1-6 (14.3%),1-6 (14.3%),2-6 (25.0%),2-6 (25.0%),1-5 (16.7%),1-5 (16.7%),1-1 (50.0%),1-1 (50.0%),8-8 (50.0%)
38,1983,7-9 (43.8%),9-7 (56.3%),3-4 (42.9%),3-4 (42.9%),4-4 (50.0%),4-4 (50.0%),3-4 (42.9%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),10-6 (62.5%)
39,1982,5-4 (55.6%),5-4 (55.6%),2-4 (33.3%),2-4 (33.3%),2-3 (40.0%),2-3 (40.0%),2-3 (40.0%),2-3 (40.0%),0-0 (0.0%),0-0 (0.0%),4-4-1 (50.0%)
40,1981,7-9 (43.8%),6-9-1 (40.0%),7-7 (50.0%),5-8-1 (38.5%),4-4 (50.0%),4-4 (50.0%),4-3 (57.1%),3-4 (42.9%),0-1 (0.0%),1-0 (100.0%),12-4 (75.0%)
41,1980,12-4 (75.0%),12-3-1 (80.0%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),4-2 (66.7%),3-3 (50.0%),2-0 (100.0%),2-0 (100.0%),7-8-1 (46.7%)
42,1979,6-10 (37.5%),7-8-1 (46.7%),3-3 (50.0%),3-3 (50.0%),3-5 (37.5%),3-4-1 (42.9%),3-1 (75.0%),3-1 (75.0%),0-4 (0.0%),0-3-1 (0.0%),8-7-1 (53.3%)
43,1978,9-7 (56.3%),6-8-2 (42.9%),5-2 (71.4%),2-4-1 (33.3%),7-1 (87.5%),5-3 (62.5%),4-0 (100.0%),2-2 (50.0%),3-0 (100.0%),3-0 (100.0%),0-1 (0.0%)
44,1977,7-7 (50.0%),8-6 (57.1%),4-3 (57.1%),4-3 (57.1%),4-3 (57.1%),4-3 (57.1%),3-1 (75.0%),3-1 (75.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
45,1976,4-10 (28.6%),5-9 (35.7%),0-3 (0.0%),0-3 (0.0%),3-4 (42.9%),4-3 (57.1%),0-2 (0.0%),0-2 (0.0%),2-2 (50.0%),3-1 (75.0%),0-0 (0.0%)
46,1975,4-10 (28.6%),7-6-1 (53.8%),2-2 (50.0%),1-3 (25.0%),3-4 (42.9%),4-2-1 (66.7%),2-1 (66.7%),1-2 (33.3%),1-3 (25.0%),3-0-1 (100.0%),0-0 (0.0%)
47,1974,3-11 (21.4%),4-10 (28.6%),1-4 (20.0%),0-5 (0.0%),2-5 (28.6%),1-6 (14.3%),1-3 (25.0%),0-4 (0.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
48,1973,9-5 (64.3%),9-5 (64.3%),5-2 (71.4%),4-3 (57.1%),4-3 (57.1%),4-3 (57.1%),1-2 (33.3%),0-3 (0.0%),2-1 (66.7%),3-0 (100.0%),0-0 (0.0%)
49,1972,7-7 (50.0%),4-10 (28.6%),5-3 (62.5%),2-6 (25.0%),4-3 (57.1%),2-5 (28.6%),3-2 (60.0%),1-4 (20.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
50,1971,7-6-1 (53.8%),8-6 (57.1%),5-2 (71.4%),4-3 (57.1%),4-3 (57.1%),4-3 (57.1%),3-2 (60.0%),3-2 (60.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
51,1970,4-8-2 (33.3%),6-8 (42.9%),4-2-1 (66.7%),3-4 (42.9%),3-4 (42.9%),2-5 (28.6%),3-2 (60.0%),2-3 (40.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
52,1969,6-8 (42.9%),11-3 (78.6%),1-0 (100.0%),1-0 (100.0%),4-3 (57.1%),6-1 (85.7%),1-0 (100.0%),1-0 (100.0%),3-3 (50.0%),5-1 (83.3%),0-0 (0.0%)
53,1968,2-12 (14.3%),7-7 (50.0%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),1-5 (16.7%),4-2 (66.7%),0-0 (0.0%)
54,1967,1-12-1 (7.7%),7-7 (50.0%),0-0 (0.0%),0-0 (0.0%),1-5-1 (16.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),1-5-1 (16.7%),4-3 (57.1%),0-0 (0.0%)
55,1966,3-11 (21.4%),6-7-1 (46.2%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),3-4 (42.9%),0-0 (0.0%)
