,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
30,1991,9-7 (56.3%),7-9 (43.8%),6-4 (60.0%),3-7 (30.0%),5-3 (62.5%),3-5 (37.5%),4-3 (57.1%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),8-7-1 (53.3%)
31,1990,12-4 (75.0%),11-4-1 (73.3%),10-2 (83.3%),9-3 (75.0%),6-2 (75.0%),5-3 (62.5%),5-2 (71.4%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),7-8-1 (46.7%)
32,1989,8-8 (50.0%),7-9 (43.8%),5-3 (62.5%),3-5 (37.5%),7-1 (87.5%),5-3 (62.5%),5-1 (83.3%),3-3 (50.0%),2-0 (100.0%),2-0 (100.0%),7-8-1 (46.7%)
33,1988,7-9 (43.8%),6-10 (37.5%),4-4 (50.0%),3-5 (37.5%),3-5 (37.5%),2-6 (25.0%),3-4 (42.9%),2-5 (28.6%),0-1 (0.0%),0-1 (0.0%),8-8 (50.0%)
34,1987,5-10 (33.3%),7-8 (46.7%),4-5 (44.4%),4-5 (44.4%),3-5 (37.5%),3-5 (37.5%),3-3 (50.0%),3-3 (50.0%),0-2 (0.0%),0-2 (0.0%),5-7 (41.7%)
35,1986,8-8 (50.0%),8-8 (50.0%),7-6 (53.8%),6-7 (46.2%),3-5 (37.5%),3-5 (37.5%),3-5 (37.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
36,1985,12-4 (75.0%),10-6 (62.5%),10-2 (83.3%),8-4 (66.7%),7-1 (87.5%),6-2 (75.0%),7-0 (100.0%),6-1 (85.7%),0-1 (0.0%),0-1 (0.0%),7-9 (43.8%)
37,1984,11-5 (68.8%),7-8-1 (46.7%),10-4 (71.4%),6-8 (42.9%),6-2 (75.0%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),4-12 (25.0%)
38,1983,12-4 (75.0%),10-5-1 (66.7%),10-3 (76.9%),8-5 (61.5%),6-2 (75.0%),4-4 (50.0%),6-2 (75.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),9-6-1 (60.0%)
39,1982,8-1 (88.9%),6-3 (66.7%),5-0 (100.0%),3-2 (60.0%),4-0 (100.0%),2-2 (50.0%),4-0 (100.0%),2-2 (50.0%),0-0 (0.0%),0-0 (0.0%),7-2 (77.8%)
40,1981,7-9 (43.8%),6-10 (37.5%),4-7 (36.4%),3-8 (27.3%),4-4 (50.0%),3-5 (37.5%),3-4 (42.9%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),7-9 (43.8%)
41,1980,11-5 (68.8%),9-6-1 (60.0%),8-1 (88.9%),4-4-1 (50.0%),6-2 (75.0%),4-4 (50.0%),5-1 (83.3%),3-3 (50.0%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
42,1979,9-7 (56.3%),9-7 (56.3%),3-4 (42.9%),3-4 (42.9%),6-2 (75.0%),6-2 (75.0%),3-2 (60.0%),3-2 (60.0%),3-0 (100.0%),3-0 (100.0%),9-7 (56.3%)
43,1978,9-7 (56.3%),6-10 (37.5%),9-6 (60.0%),6-9 (40.0%),4-4 (50.0%),3-5 (37.5%),4-4 (50.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),1-0 (100.0%)
44,1977,11-3 (78.6%),7-7 (50.0%),11-3 (78.6%),7-7 (50.0%),6-1 (85.7%),4-3 (57.1%),6-1 (85.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),1-0 (100.0%)
45,1976,13-1 (92.9%),8-6 (57.1%),12-1 (92.3%),7-6 (53.8%),7-0 (100.0%),5-2 (71.4%),6-0 (100.0%),4-2 (66.7%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
46,1975,11-3 (78.6%),5-9 (35.7%),11-2 (84.6%),5-8 (38.5%),6-1 (85.7%),2-5 (28.6%),6-1 (85.7%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
47,1974,12-2 (85.7%),6-7-1 (46.2%),11-2 (84.6%),5-7-1 (41.7%),6-1 (85.7%),3-3-1 (50.0%),6-1 (85.7%),3-3-1 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
48,1973,9-4-1 (69.2%),5-9 (35.7%),8-3-1 (72.7%),4-8 (33.3%),5-2 (71.4%),4-3 (57.1%),4-2 (66.7%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
49,1972,10-3-1 (76.9%),7-7 (50.0%),10-2-1 (83.3%),7-6 (53.8%),5-1-1 (83.3%),3-4 (42.9%),5-1-1 (83.3%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
50,1971,8-4-2 (66.7%),6-7-1 (46.2%),8-2-1 (80.0%),5-6 (45.5%),5-1-1 (83.3%),2-4-1 (33.3%),5-1 (83.3%),2-4 (33.3%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
51,1970,8-4-2 (66.7%),5-9 (35.7%),7-2-1 (77.8%),3-7 (30.0%),6-1 (85.7%),4-3 (57.1%),5-0 (100.0%),3-2 (60.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
52,1969,12-1-1 (92.3%),7-6-1 (53.8%),11-1-1 (91.7%),6-6-1 (50.0%),7-0 (100.0%),3-3-1 (50.0%),7-0 (100.0%),3-3-1 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
53,1968,12-2 (85.7%),9-4 (69.2%),12-1 (92.3%),9-4 (69.2%),6-1 (85.7%),4-3 (57.1%),6-1 (85.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
54,1967,13-1 (92.9%),9-4-1 (69.2%),10-1 (90.9%),6-4-1 (60.0%),7-0 (100.0%),5-1-1 (83.3%),6-0 (100.0%),4-1-1 (80.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
55,1966,8-5-1 (61.5%),7-7 (50.0%),5-0-1 (100.0%),3-3 (50.0%),3-3-1 (50.0%),2-5 (28.6%),3-0-1 (100.0%),2-2 (50.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
56,1965,8-5-1 (61.5%),8-5 (61.5%),6-1-1 (85.7%),6-2 (75.0%),5-2 (71.4%),4-2 (66.7%),4-1 (80.0%),4-1 (80.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
57,1964,5-7-2 (41.7%),7-7 (50.0%),2-1-1 (66.7%),2-2 (50.0%),5-2 (71.4%),5-2 (71.4%),2-1 (66.7%),2-1 (66.7%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
58,1963,10-4 (71.4%),8-6 (57.1%),6-2 (75.0%),4-4 (50.0%),6-1 (85.7%),4-3 (57.1%),5-1 (83.3%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
59,1962,1-13 (7.1%),7-5-1 (58.3%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),4-1-1 (80.0%),0-0 (0.0%),0-0 (0.0%),1-5 (16.7%),4-1-1 (80.0%),0-0 (0.0%)
60,1961,2-12 (14.3%),6-8 (42.9%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),3-4 (42.9%),0-0 (0.0%)
61,1960,6-8 (42.9%),5-6-2 (45.5%),2-0 (100.0%),2-0 (100.0%),3-4 (42.9%),2-2-2 (50.0%),2-0 (100.0%),2-0 (100.0%),0-4 (0.0%),0-2-2 (0.0%),0-0 (0.0%)
