,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
10,2011,9-7 (56.3%),7-9 (43.8%),5-4 (55.6%),2-7 (22.2%),5-3 (62.5%),3-5 (37.5%),4-2 (66.7%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),5-10-1 (33.3%)
11,2010,6-10 (37.5%),8-8 (50.0%),4-4 (50.0%),4-4 (50.0%),3-5 (37.5%),4-4 (50.0%),3-4 (42.9%),3-4 (42.9%),0-1 (0.0%),1-0 (100.0%),9-7 (56.3%)
12,2009,8-8 (50.0%),7-9 (43.8%),6-3 (66.7%),4-5 (44.4%),5-3 (62.5%),4-4 (50.0%),5-2 (71.4%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),9-7 (56.3%)
13,2008,13-3 (81.3%),12-4 (75.0%),10-3 (76.9%),9-4 (69.2%),7-1 (87.5%),6-2 (75.0%),5-1 (83.3%),4-2 (66.7%),2-0 (100.0%),2-0 (100.0%),8-8 (50.0%)
14,2007,10-6 (62.5%),8-8 (50.0%),7-2 (77.8%),4-5 (44.4%),5-3 (62.5%),3-5 (37.5%),5-1 (83.3%),2-4 (33.3%),0-2 (0.0%),1-1 (50.0%),5-10-1 (33.3%)
15,2006,8-8 (50.0%),11-5 (68.8%),1-2 (33.3%),1-2 (33.3%),4-4 (50.0%),5-3 (62.5%),1-2 (33.3%),1-2 (33.3%),3-2 (60.0%),4-1 (80.0%),11-3-2 (78.6%)
16,2005,4-12 (25.0%),6-10 (37.5%),2-0 (100.0%),1-1 (50.0%),3-5 (37.5%),4-4 (50.0%),2-0 (100.0%),1-1 (50.0%),1-5 (16.7%),3-3 (50.0%),9-7 (56.3%)
17,2004,5-11 (31.3%),5-11 (31.3%),2-4 (33.3%),2-4 (33.3%),2-6 (25.0%),2-6 (25.0%),1-3 (25.0%),1-3 (25.0%),1-3 (25.0%),1-3 (25.0%),10-6 (62.5%)
18,2003,12-4 (75.0%),9-7 (56.3%),10-2 (83.3%),7-5 (58.3%),7-1 (87.5%),5-3 (62.5%),7-1 (87.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
19,2002,11-5 (68.8%),10-6 (62.5%),6-4 (60.0%),5-5 (50.0%),6-2 (75.0%),5-3 (62.5%),3-2 (60.0%),2-3 (40.0%),3-0 (100.0%),3-0 (100.0%),8-8 (50.0%)
20,2001,7-9 (43.8%),5-10-1 (33.3%),3-5 (37.5%),1-6-1 (14.3%),3-5 (37.5%),2-5-1 (28.6%),2-4 (33.3%),1-4-1 (20.0%),1-1 (50.0%),1-1 (50.0%),11-5 (68.8%)
21,2000,13-3 (81.3%),7-9 (43.8%),11-2 (84.6%),5-8 (38.5%),7-1 (87.5%),4-4 (50.0%),7-1 (87.5%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),6-10 (37.5%)
22,1999,13-3 (81.3%),9-5-2 (64.3%),10-1 (90.9%),6-3-2 (66.7%),8-0 (100.0%),6-2 (75.0%),6-0 (100.0%),4-2 (66.7%),2-0 (100.0%),2-0 (100.0%),9-7 (56.3%)
23,1998,8-8 (50.0%),8-8 (50.0%),3-3 (50.0%),2-4 (33.3%),3-5 (37.5%),2-6 (25.0%),3-3 (50.0%),2-4 (33.3%),0-2 (0.0%),0-2 (0.0%),7-9 (43.8%)
24,1997,8-8 (50.0%),10-6 (62.5%),3-2 (60.0%),3-2 (60.0%),6-2 (75.0%),6-2 (75.0%),3-1 (75.0%),3-1 (75.0%),3-1 (75.0%),3-1 (75.0%),9-7 (56.3%)
25,1996,8-8 (50.0%),10-6 (62.5%),3-4 (42.9%),3-4 (42.9%),2-6 (25.0%),4-4 (50.0%),1-4 (20.0%),1-4 (20.0%),1-2 (33.3%),3-0 (100.0%),8-8 (50.0%)
26,1995,7-9 (43.8%),11-5 (68.8%),2-2 (50.0%),2-2 (50.0%),3-5 (37.5%),4-4 (50.0%),1-2 (33.3%),1-2 (33.3%),2-3 (40.0%),3-2 (60.0%),8-8 (50.0%)
27,1994,2-14 (12.5%),3-12-1 (20.0%),1-4 (20.0%),0-5 (0.0%),2-6 (25.0%),1-6-1 (14.3%),1-3 (25.0%),0-4 (0.0%),1-3 (25.0%),1-2-1 (33.3%),6-9-1 (40.0%)
28,1993,12-4 (75.0%),12-4 (75.0%),10-1 (90.9%),9-2 (81.8%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),10-6 (62.5%)
29,1992,10-6 (62.5%),9-7 (56.3%),7-5 (58.3%),5-7 (41.7%),5-3 (62.5%),3-5 (37.5%),4-3 (57.1%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),6-10 (37.5%)
30,1991,11-5 (68.8%),7-7-2 (50.0%),10-4 (71.4%),5-7-2 (41.7%),7-1 (87.5%),5-3 (62.5%),7-1 (87.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),7-8-1 (46.7%)
31,1990,9-7 (56.3%),9-5-2 (64.3%),6-3 (66.7%),5-3-1 (62.5%),6-2 (75.0%),6-1-1 (85.7%),5-1 (83.3%),4-1-1 (80.0%),1-1 (50.0%),2-0 (100.0%),7-9 (43.8%)
32,1989,9-7 (56.3%),6-10 (37.5%),8-4 (66.7%),5-7 (41.7%),6-2 (75.0%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),9-6-1 (60.0%)
33,1988,10-6 (62.5%),9-7 (56.3%),6-2 (75.0%),5-3 (62.5%),7-1 (87.5%),6-2 (75.0%),5-1 (83.3%),4-2 (66.7%),1-0 (100.0%),1-0 (100.0%),10-6 (62.5%)
34,1987,9-6 (60.0%),8-6-1 (57.1%),2-1 (66.7%),0-2-1 (0.0%),5-2 (71.4%),3-3-1 (50.0%),2-1 (66.7%),0-2-1 (0.0%),2-1 (66.7%),2-1 (66.7%),6-5-1 (54.5%)
35,1986,5-11 (31.3%),8-8 (50.0%),2-2 (50.0%),2-2 (50.0%),4-4 (50.0%),5-3 (62.5%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),3-1 (75.0%),5-11 (31.3%)
36,1985,5-11 (31.3%),7-9 (43.8%),1-1 (50.0%),1-1 (50.0%),4-4 (50.0%),4-4 (50.0%),1-0 (100.0%),1-0 (100.0%),3-4 (42.9%),3-4 (42.9%),9-7 (56.3%)
37,1984,3-13 (18.8%),4-12 (25.0%),0-2 (0.0%),0-2 (0.0%),2-6 (25.0%),2-6 (25.0%),0-2 (0.0%),0-2 (0.0%),2-4 (33.3%),2-4 (33.3%),8-7-1 (53.3%)
38,1983,2-14 (12.5%),7-9 (43.8%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),5-3 (62.5%),11-5 (68.8%)
39,1982,1-8 (11.1%),2-7 (22.2%),1-0 (100.0%),0-1 (0.0%),1-4 (20.0%),1-4 (20.0%),1-0 (100.0%),0-1 (0.0%),0-4 (0.0%),1-3 (25.0%),5-4 (55.6%)
40,1981,7-9 (43.8%),7-8-1 (46.7%),3-3 (50.0%),3-3 (50.0%),5-3 (62.5%),5-2-1 (71.4%),3-2 (60.0%),3-2 (60.0%),0-1 (0.0%),0-0-1 (0.0%),8-8 (50.0%)
41,1980,11-5 (68.8%),6-8-2 (42.9%),11-4 (73.3%),6-7-2 (46.2%),6-2 (75.0%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),5-10-1 (33.3%)
42,1979,11-5 (68.8%),8-7-1 (53.3%),8-3 (72.7%),5-5-1 (50.0%),6-2 (75.0%),5-3 (62.5%),5-2 (71.4%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),12-4 (75.0%)
43,1978,10-6 (62.5%),6-9-1 (40.0%),7-4 (63.6%),2-8-1 (20.0%),5-3 (62.5%),1-6-1 (14.3%),5-2 (71.4%),1-5-1 (16.7%),0-1 (0.0%),0-1 (0.0%),2-0 (100.0%)
44,1977,8-6 (57.1%),10-4 (71.4%),5-1 (83.3%),5-1 (83.3%),5-2 (71.4%),5-2 (71.4%),2-1 (66.7%),2-1 (66.7%),3-1 (75.0%),3-1 (75.0%),0-0 (0.0%)
45,1976,5-9 (35.7%),7-7 (50.0%),4-2 (66.7%),3-3 (50.0%),3-4 (42.9%),4-3 (57.1%),3-1 (75.0%),3-1 (75.0%),0-3 (0.0%),1-2 (33.3%),0-0 (0.0%)
46,1975,10-4 (71.4%),12-2 (85.7%),7-0 (100.0%),7-0 (100.0%),5-2 (71.4%),6-1 (85.7%),3-0 (100.0%),3-0 (100.0%),2-2 (50.0%),3-1 (75.0%),0-0 (0.0%)
47,1974,7-7 (50.0%),8-6 (57.1%),2-0 (100.0%),1-1 (50.0%),3-4 (42.9%),4-3 (57.1%),2-0 (100.0%),1-1 (50.0%),1-4 (20.0%),3-2 (60.0%),0-0 (0.0%)
48,1973,1-13 (7.1%),4-10 (28.6%),0-0 (0.0%),0-0 (0.0%),0-7 (0.0%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-7 (0.0%),3-4 (42.9%),0-0 (0.0%)
49,1972,1-13 (7.1%),3-11 (21.4%),0-1 (0.0%),0-1 (0.0%),1-6 (14.3%),2-5 (28.6%),0-1 (0.0%),0-1 (0.0%),1-5 (16.7%),2-4 (33.3%),0-0 (0.0%)
50,1971,4-9-1 (30.8%),6-7-1 (46.2%),0-1-1 (0.0%),0-2 (0.0%),3-3-1 (50.0%),4-3 (57.1%),0-0-1 (0.0%),0-1 (0.0%),2-3 (40.0%),3-2 (60.0%),0-0 (0.0%)
51,1970,3-10-1 (23.1%),5-8-1 (38.5%),1-2 (33.3%),1-2 (33.3%),1-6 (14.3%),1-5-1 (16.7%),0-2 (0.0%),0-2 (0.0%),1-4 (20.0%),1-3-1 (25.0%),0-0 (0.0%)
52,1969,6-6-2 (50.0%),5-9 (35.7%),6-2-2 (75.0%),4-6 (40.0%),4-2-1 (66.7%),2-5 (28.6%),4-1-1 (80.0%),2-4 (33.3%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
53,1968,7-7 (50.0%),6-7-1 (46.2%),6-1 (85.7%),5-1-1 (83.3%),3-4 (42.9%),3-4 (42.9%),3-1 (75.0%),3-1 (75.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
54,1967,9-4-1 (69.2%),8-6 (57.1%),7-0 (100.0%),4-3 (57.1%),5-2 (71.4%),4-3 (57.1%),5-0 (100.0%),3-2 (60.0%),0-2 (0.0%),1-1 (50.0%),0-0 (0.0%)
55,1966,3-11 (21.4%),5-8-1 (38.5%),2-3 (40.0%),2-3 (40.0%),3-4 (42.9%),3-3-1 (50.0%),2-1 (66.7%),2-1 (66.7%),1-3 (25.0%),1-2-1 (33.3%),0-0 (0.0%)
56,1965,4-10 (28.6%),3-10-1 (23.1%),3-2 (60.0%),1-3-1 (25.0%),3-4 (42.9%),2-4-1 (33.3%),3-2 (60.0%),1-3-1 (25.0%),0-2 (0.0%),1-1 (50.0%),0-0 (0.0%)
57,1964,4-10 (28.6%),6-6 (50.0%),2-0 (100.0%),2-0 (100.0%),3-4 (42.9%),2-3 (40.0%),1-0 (100.0%),1-0 (100.0%),0-4 (0.0%),1-3 (25.0%),0-0 (0.0%)
58,1963,6-8 (42.9%),5-8 (38.5%),3-3 (50.0%),2-4 (33.3%),4-3 (57.1%),2-4 (33.3%),3-1 (75.0%),2-2 (50.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
59,1962,11-3 (78.6%),5-8 (38.5%),9-2 (81.8%),4-7 (36.4%),6-1 (85.7%),2-5 (28.6%),6-1 (85.7%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
60,1961,10-3-1 (76.9%),10-4 (71.4%),9-1-1 (90.0%),9-2 (81.8%),6-1 (85.7%),6-1 (85.7%),5-1 (83.3%),5-1 (83.3%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
61,1960,10-4 (71.4%),8-6 (57.1%),9-2 (81.8%),7-4 (63.6%),6-1 (85.7%),4-3 (57.1%),6-1 (85.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
