,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
20,2001,13-3 (81.3%),11-4-1 (73.3%),9-2 (81.8%),7-3-1 (70.0%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
21,2000,9-7 (56.3%),11-5 (68.8%),4-3 (57.1%),4-3 (57.1%),4-4 (50.0%),5-3 (62.5%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),3-1 (75.0%),7-9 (43.8%)
22,1999,6-10 (37.5%),6-10 (37.5%),4-4 (50.0%),3-5 (37.5%),2-6 (25.0%),1-7 (12.5%),1-4 (20.0%),0-5 (0.0%),1-2 (33.3%),1-2 (33.3%),9-7 (56.3%)
23,1998,7-9 (43.8%),5-10-1 (33.3%),5-5 (50.0%),3-6-1 (33.3%),5-3 (62.5%),3-4-1 (42.9%),4-3 (57.1%),2-4-1 (33.3%),1-0 (100.0%),1-0 (100.0%),5-11 (31.3%)
24,1997,11-5 (68.8%),9-6-1 (60.0%),10-2 (83.3%),8-4 (66.7%),7-1 (87.5%),5-3 (62.5%),7-0 (100.0%),5-2 (71.4%),0-1 (0.0%),0-1 (0.0%),9-7 (56.3%)
25,1996,10-6 (62.5%),9-6-1 (60.0%),8-4 (66.7%),6-5-1 (54.5%),7-1 (87.5%),6-1-1 (85.7%),7-0 (100.0%),6-0-1 (100.0%),0-1 (0.0%),0-1 (0.0%),6-10 (37.5%)
26,1995,11-5 (68.8%),9-7 (56.3%),9-3 (75.0%),7-5 (58.3%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),8-7-1 (53.3%)
27,1994,12-4 (75.0%),11-4-1 (73.3%),9-1 (90.0%),7-2-1 (77.8%),7-1 (87.5%),6-2 (75.0%),7-0 (100.0%),6-1 (85.7%),0-1 (0.0%),0-1 (0.0%),6-10 (37.5%)
28,1993,9-7 (56.3%),7-9 (43.8%),6-4 (60.0%),4-6 (40.0%),6-2 (75.0%),5-3 (62.5%),5-1 (83.3%),4-2 (66.7%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
29,1992,11-5 (68.8%),9-7 (56.3%),6-4 (60.0%),4-6 (40.0%),7-1 (87.5%),5-3 (62.5%),5-1 (83.3%),3-3 (50.0%),2-0 (100.0%),2-0 (100.0%),7-9 (43.8%)
30,1991,7-9 (43.8%),7-8-1 (46.7%),5-1 (83.3%),4-1-1 (80.0%),5-3 (62.5%),5-2-1 (71.4%),4-1 (80.0%),3-1-1 (75.0%),1-2 (33.3%),2-1 (66.7%),6-9-1 (40.0%)
31,1990,9-7 (56.3%),9-7 (56.3%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),5-1 (83.3%),5-1 (83.3%),1-1 (50.0%),1-1 (50.0%),4-11-1 (26.7%)
32,1989,9-7 (56.3%),8-7-1 (53.3%),4-0 (100.0%),3-0-1 (100.0%),4-4 (50.0%),3-4-1 (42.9%),3-0 (100.0%),2-0-1 (100.0%),1-4 (20.0%),1-4 (20.0%),7-7-2 (50.0%)
33,1988,5-11 (31.3%),7-8-1 (46.7%),3-3 (50.0%),2-3-1 (40.0%),4-4 (50.0%),4-3-1 (57.1%),3-3 (50.0%),2-3-1 (40.0%),1-1 (50.0%),2-0 (100.0%),10-5-1 (66.7%)
34,1987,8-7 (53.3%),8-7 (53.3%),3-2 (60.0%),3-2 (60.0%),4-3 (57.1%),4-3 (57.1%),2-1 (66.7%),2-1 (66.7%),2-2 (50.0%),2-2 (50.0%),4-8 (33.3%)
35,1986,6-10 (37.5%),9-6-1 (60.0%),3-1 (75.0%),3-1 (75.0%),4-4 (50.0%),4-3-1 (57.1%),3-1 (75.0%),3-1 (75.0%),1-3 (25.0%),1-2-1 (33.3%),5-11 (31.3%)
36,1985,7-9 (43.8%),6-10 (37.5%),6-4 (60.0%),4-6 (40.0%),5-3 (62.5%),3-5 (37.5%),5-2 (71.4%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),7-8-1 (46.7%)
37,1984,9-7 (56.3%),8-8 (50.0%),7-6 (53.8%),6-7 (46.2%),6-2 (75.0%),5-3 (62.5%),6-1 (85.7%),5-2 (71.4%),0-1 (0.0%),0-1 (0.0%),8-8 (50.0%)
38,1983,10-6 (62.5%),8-8 (50.0%),7-5 (58.3%),5-7 (41.7%),4-4 (50.0%),2-6 (25.0%),4-4 (50.0%),2-6 (25.0%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
39,1982,6-3 (66.7%),6-3 (66.7%),4-2 (66.7%),4-2 (66.7%),4-0 (100.0%),4-0 (100.0%),3-0 (100.0%),3-0 (100.0%),1-0 (100.0%),1-0 (100.0%),5-4 (55.6%)
40,1981,8-8 (50.0%),8-8 (50.0%),6-5 (54.5%),6-5 (54.5%),5-3 (62.5%),5-3 (62.5%),5-2 (71.4%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
41,1980,9-7 (56.3%),3-13 (18.8%),9-5 (64.3%),3-11 (21.4%),6-2 (75.0%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
42,1979,12-4 (75.0%),9-7 (56.3%),12-4 (75.0%),9-7 (56.3%),8-0 (100.0%),6-2 (75.0%),8-0 (100.0%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
43,1978,14-2 (87.5%),9-6-1 (60.0%),12-1 (92.3%),7-6 (53.8%),7-1 (87.5%),3-5 (37.5%),7-1 (87.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),1-1 (50.0%)
44,1977,9-5 (64.3%),6-8 (42.9%),7-2 (77.8%),4-5 (44.4%),6-1 (85.7%),4-3 (57.1%),5-0 (100.0%),3-2 (60.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
45,1976,10-4 (71.4%),9-5 (64.3%),9-4 (69.2%),8-5 (61.5%),6-1 (85.7%),5-2 (71.4%),5-1 (83.3%),4-2 (66.7%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
46,1975,12-2 (85.7%),7-7 (50.0%),12-2 (85.7%),7-7 (50.0%),6-1 (85.7%),3-4 (42.9%),6-1 (85.7%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
47,1974,10-3-1 (76.9%),6-8 (42.9%),10-3-1 (76.9%),6-8 (42.9%),5-2 (71.4%),3-4 (42.9%),5-2 (71.4%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
48,1973,10-4 (71.4%),8-6 (57.1%),8-3 (72.7%),5-6 (45.5%),7-1 (87.5%),4-4 (50.0%),6-1 (85.7%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
49,1972,11-3 (78.6%),11-3 (78.6%),8-1 (88.9%),7-2 (77.8%),7-0 (100.0%),7-0 (100.0%),4-0 (100.0%),4-0 (100.0%),2-0 (100.0%),2-0 (100.0%),0-0 (0.0%)
50,1971,6-8 (42.9%),7-6-1 (53.8%),4-2 (66.7%),3-2-1 (60.0%),5-2 (71.4%),4-2-1 (66.7%),4-1 (80.0%),3-1-1 (75.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
51,1970,5-9 (35.7%),4-9-1 (30.8%),3-1 (75.0%),2-2 (50.0%),4-3 (57.1%),3-4 (42.9%),3-1 (75.0%),2-2 (50.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
52,1969,1-13 (7.1%),7-6-1 (53.8%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),4-2-1 (66.7%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),4-2-1 (66.7%),0-0 (0.0%)
53,1968,2-11-1 (15.4%),5-9 (35.7%),1-0 (100.0%),1-0 (100.0%),1-6 (14.3%),1-6 (14.3%),1-0 (100.0%),1-0 (100.0%),0-6 (0.0%),0-6 (0.0%),0-0 (0.0%)
54,1967,4-9-1 (30.8%),5-9 (35.7%),2-3 (40.0%),1-4 (20.0%),1-6 (14.3%),2-5 (28.6%),1-3 (25.0%),1-3 (25.0%),0-3 (0.0%),1-2 (33.3%),0-0 (0.0%)
55,1966,5-8-1 (38.5%),7-7 (50.0%),2-1-1 (66.7%),2-2 (50.0%),3-3-1 (50.0%),3-4 (42.9%),0-1-1 (0.0%),0-2 (0.0%),3-2 (60.0%),3-2 (60.0%),0-0 (0.0%)
56,1965,2-12 (14.3%),4-9-1 (30.8%),1-0 (100.0%),0-1 (0.0%),1-6 (14.3%),1-6 (14.3%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),1-6 (14.3%),0-0 (0.0%)
57,1964,5-9 (35.7%),8-6 (57.1%),1-3 (25.0%),1-3 (25.0%),2-5 (28.6%),3-4 (42.9%),1-3 (25.0%),1-3 (25.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
58,1963,7-4-3 (63.6%),7-7 (50.0%),5-0-2 (100.0%),3-4 (42.9%),5-0-2 (100.0%),5-2 (71.4%),3-0-1 (100.0%),2-2 (50.0%),2-0-1 (100.0%),3-0 (100.0%),0-0 (0.0%)
59,1962,9-5 (64.3%),7-7 (50.0%),5-1 (83.3%),2-4 (33.3%),4-3 (57.1%),4-3 (57.1%),3-1 (75.0%),2-2 (50.0%),0-2 (0.0%),1-1 (50.0%),0-0 (0.0%)
60,1961,6-8 (42.9%),6-8 (42.9%),4-2 (66.7%),3-3 (50.0%),4-3 (57.1%),3-4 (42.9%),3-1 (75.0%),2-2 (50.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
61,1960,5-6-1 (45.5%),6-4-2 (60.0%),3-0 (100.0%),3-0 (100.0%),4-2 (66.7%),4-1-1 (80.0%),2-0 (100.0%),2-0 (100.0%),2-2 (50.0%),2-1-1 (66.7%),0-0 (0.0%)
62,1959,6-5-1 (54.5%),7-5 (58.3%),2-3-1 (40.0%),2-4 (33.3%),3-2-1 (60.0%),3-3 (50.0%),2-2-1 (50.0%),2-3 (40.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
63,1958,7-4-1 (63.6%),8-4 (66.7%),3-0-1 (100.0%),3-1 (75.0%),5-1 (83.3%),5-1 (83.3%),2-0 (100.0%),2-0 (100.0%),3-1 (75.0%),3-1 (75.0%),0-0 (0.0%)
64,1957,6-6 (50.0%),7-4-1 (63.6%),2-1 (66.7%),2-1 (66.7%),4-2 (66.7%),4-2 (66.7%),2-1 (66.7%),2-1 (66.7%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
65,1956,5-7 (41.7%),7-5 (58.3%),0-1 (0.0%),0-1 (0.0%),3-3 (50.0%),5-1 (83.3%),0-1 (0.0%),0-1 (0.0%),2-2 (50.0%),4-0 (100.0%),0-0 (0.0%)
66,1955,4-8 (33.3%),5-7 (41.7%),0-0 (0.0%),0-0 (0.0%),3-3 (50.0%),3-3 (50.0%),0-0 (0.0%),0-0 (0.0%),2-3 (40.0%),2-3 (40.0%),0-0 (0.0%)
67,1954,5-7 (41.7%),5-7 (41.7%),2-3 (40.0%),1-4 (20.0%),4-2 (66.7%),3-3 (50.0%),2-1 (66.7%),1-2 (33.3%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
68,1953,6-6 (50.0%),6-6 (50.0%),4-2 (66.7%),3-3 (50.0%),3-3 (50.0%),3-3 (50.0%),2-2 (50.0%),1-3 (25.0%),0-1 (0.0%),1-0 (100.0%),0-0 (0.0%)
69,1952,5-7 (41.7%),7-4 (63.6%),1-1 (50.0%),0-2 (0.0%),2-4 (33.3%),2-3 (40.0%),1-1 (50.0%),0-2 (0.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
