,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
10,2011,6-10 (37.5%),9-6-1 (60.0%),5-2 (71.4%),5-2 (71.4%),3-5 (37.5%),5-3 (62.5%),3-2 (60.0%),3-2 (60.0%),0-3 (0.0%),2-1 (66.7%),10-6 (62.5%)
11,2010,2-14 (12.5%),4-12 (25.0%),1-2 (33.3%),1-2 (33.3%),2-6 (25.0%),2-6 (25.0%),1-2 (33.3%),1-2 (33.3%),1-4 (20.0%),1-4 (20.0%),6-9-1 (40.0%)
12,2009,8-8 (50.0%),9-7 (56.3%),4-2 (66.7%),3-3 (50.0%),5-3 (62.5%),4-4 (50.0%),3-2 (60.0%),2-3 (40.0%),2-1 (66.7%),2-1 (66.7%),6-10 (37.5%)
13,2008,12-4 (75.0%),9-6-1 (60.0%),10-0 (100.0%),7-2-1 (77.8%),8-0 (100.0%),5-2-1 (71.4%),8-0 (100.0%),5-2-1 (71.4%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
14,2007,7-9 (43.8%),8-8 (50.0%),3-3 (50.0%),3-3 (50.0%),2-6 (25.0%),3-5 (37.5%),1-3 (25.0%),1-3 (25.0%),1-3 (25.0%),2-2 (50.0%),6-10 (37.5%)
15,2006,8-8 (50.0%),6-9-1 (40.0%),6-4 (60.0%),4-6 (40.0%),4-4 (50.0%),3-5 (37.5%),4-2 (66.7%),3-3 (50.0%),0-2 (0.0%),0-2 (0.0%),7-9 (43.8%)
16,2005,11-5 (68.8%),9-5-2 (64.3%),8-5 (61.5%),6-5-2 (54.5%),5-3 (62.5%),4-3-1 (57.1%),4-3 (57.1%),3-3-1 (50.0%),1-0 (100.0%),1-0 (100.0%),7-8-1 (46.7%)
17,2004,7-9 (43.8%),10-6 (62.5%),3-5 (37.5%),3-5 (37.5%),3-5 (37.5%),3-5 (37.5%),2-5 (28.6%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),7-9 (43.8%)
18,2003,11-5 (68.8%),6-10 (37.5%),7-3 (70.0%),2-8 (20.0%),6-2 (75.0%),2-6 (25.0%),5-1 (83.3%),1-5 (16.7%),1-0 (100.0%),1-0 (100.0%),8-7-1 (53.3%)
19,2002,7-9 (43.8%),10-6 (62.5%),3-1 (75.0%),3-1 (75.0%),4-4 (50.0%),5-3 (62.5%),3-1 (75.0%),3-1 (75.0%),0-3 (0.0%),1-2 (33.3%),6-10 (37.5%)
20,2001,1-15 (6.3%),7-8-1 (46.7%),0-2 (0.0%),0-2 (0.0%),0-8 (0.0%),4-3-1 (57.1%),0-1 (0.0%),0-1 (0.0%),0-7 (0.0%),4-2-1 (66.7%),7-9 (43.8%)
21,2000,7-9 (43.8%),8-8 (50.0%),4-3 (57.1%),3-4 (42.9%),5-3 (62.5%),4-4 (50.0%),3-2 (60.0%),2-3 (40.0%),1-1 (50.0%),1-1 (50.0%),5-10-1 (33.3%)
22,1999,8-8 (50.0%),10-6 (62.5%),6-2 (75.0%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-1 (83.3%),5-1 (83.3%),0-2 (0.0%),1-1 (50.0%),11-5 (68.8%)
23,1998,4-12 (25.0%),7-7-2 (50.0%),2-4 (33.3%),2-4 (33.3%),2-6 (25.0%),3-4-1 (42.9%),2-3 (40.0%),2-3 (40.0%),0-3 (0.0%),1-1-1 (50.0%),10-6 (62.5%)
24,1997,7-9 (43.8%),7-9 (43.8%),5-4 (55.6%),4-5 (44.4%),2-6 (25.0%),2-6 (25.0%),2-4 (33.3%),2-4 (33.3%),0-2 (0.0%),0-2 (0.0%),6-10 (37.5%)
25,1996,12-4 (75.0%),12-4 (75.0%),7-2 (77.8%),6-3 (66.7%),8-0 (100.0%),7-1 (87.5%),6-0 (100.0%),5-1 (83.3%),2-0 (100.0%),2-0 (100.0%),4-11-1 (26.7%)
26,1995,7-9 (43.8%),10-6 (62.5%),0-0 (0.0%),0-0 (0.0%),5-3 (62.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),4-3 (57.1%),4-3 (57.1%),7-9 (43.8%)
