,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
15,2006,9-7 (56.3%),8-8 (50.0%),7-6 (53.8%),6-7 (46.2%),4-4 (50.0%),4-4 (50.0%),3-4 (42.9%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),10-5-1 (66.7%)
16,2005,9-7 (56.3%),6-8-2 (42.9%),5-3 (62.5%),2-5-1 (28.6%),5-3 (62.5%),3-4-1 (42.9%),4-3 (57.1%),2-4-1 (33.3%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
17,2004,6-10 (37.5%),7-9 (43.8%),3-3 (50.0%),3-3 (50.0%),4-4 (50.0%),4-4 (50.0%),3-3 (50.0%),3-3 (50.0%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
18,2003,10-6 (62.5%),9-6-1 (60.0%),8-3 (72.7%),7-3-1 (70.0%),6-2 (75.0%),5-2-1 (71.4%),6-2 (75.0%),5-2-1 (71.4%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
19,2002,5-11 (31.3%),8-8 (50.0%),1-2 (33.3%),0-3 (0.0%),4-4 (50.0%),4-4 (50.0%),1-1 (50.0%),0-2 (0.0%),3-3 (50.0%),4-2 (66.7%),6-10 (37.5%)
20,2001,5-11 (31.3%),8-8 (50.0%),1-1 (50.0%),0-2 (0.0%),4-4 (50.0%),5-3 (62.5%),1-0 (100.0%),0-1 (0.0%),3-4 (42.9%),5-2 (71.4%),7-9 (43.8%)
21,2000,5-11 (31.3%),7-8-1 (46.7%),2-3 (40.0%),2-3 (40.0%),3-5 (37.5%),4-4 (50.0%),2-3 (40.0%),2-3 (40.0%),1-2 (33.3%),2-1 (66.7%),6-10 (37.5%)
22,1999,8-8 (50.0%),8-8 (50.0%),6-5 (54.5%),6-5 (54.5%),7-1 (87.5%),7-1 (87.5%),6-1 (85.7%),6-1 (85.7%),1-0 (100.0%),1-0 (100.0%),7-9 (43.8%)
23,1998,10-6 (62.5%),8-7-1 (53.3%),7-3 (70.0%),5-4-1 (55.6%),6-2 (75.0%),4-3-1 (57.1%),5-1 (83.3%),3-2-1 (60.0%),1-1 (50.0%),1-1 (50.0%),8-8 (50.0%)
24,1997,6-10 (37.5%),3-12-1 (20.0%),6-7 (46.2%),3-10 (23.1%),5-3 (62.5%),2-6 (25.0%),5-3 (62.5%),2-6 (25.0%),0-0 (0.0%),0-0 (0.0%),6-10 (37.5%)
25,1996,10-6 (62.5%),7-9 (43.8%),8-6 (57.1%),5-9 (35.7%),6-2 (75.0%),4-4 (50.0%),6-2 (75.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),5-11 (31.3%)
26,1995,12-4 (75.0%),8-7-1 (53.3%),12-4 (75.0%),8-7-1 (53.3%),6-2 (75.0%),3-4-1 (42.9%),6-2 (75.0%),3-4-1 (42.9%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
27,1994,12-4 (75.0%),8-8 (50.0%),12-3 (80.0%),8-7 (53.3%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),6-10 (37.5%)
28,1993,12-4 (75.0%),9-7 (56.3%),12-3 (80.0%),9-6 (60.0%),6-2 (75.0%),4-4 (50.0%),6-2 (75.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),6-9-1 (40.0%)
29,1992,13-3 (81.3%),10-5-1 (66.7%),12-1 (92.3%),9-4 (69.2%),7-1 (87.5%),6-2 (75.0%),6-1 (85.7%),5-2 (71.4%),1-0 (100.0%),1-0 (100.0%),7-9 (43.8%)
30,1991,11-5 (68.8%),12-3-1 (80.0%),7-1 (87.5%),7-1 (87.5%),6-2 (75.0%),6-1-1 (85.7%),5-1 (83.3%),5-1 (83.3%),1-1 (50.0%),1-0-1 (100.0%),10-5-1 (66.7%)
31,1990,7-9 (43.8%),9-7 (56.3%),1-0 (100.0%),1-0 (100.0%),5-3 (62.5%),6-2 (75.0%),1-0 (100.0%),1-0 (100.0%),4-3 (57.1%),5-2 (71.4%),5-11 (31.3%)
32,1989,1-15 (6.3%),6-10 (37.5%),0-0 (0.0%),0-0 (0.0%),0-8 (0.0%),2-6 (25.0%),0-0 (0.0%),0-0 (0.0%),0-8 (0.0%),2-6 (25.0%),7-9 (43.8%)
33,1988,3-13 (18.8%),6-8-2 (42.9%),1-1 (50.0%),0-1-1 (0.0%),1-7 (12.5%),1-6-1 (14.3%),1-1 (50.0%),0-1-1 (0.0%),0-6 (0.0%),1-5 (16.7%),8-8 (50.0%)
34,1987,7-8 (46.7%),7-8 (46.7%),2-4 (33.3%),1-5 (16.7%),3-4 (42.9%),2-5 (28.6%),1-3 (25.0%),0-4 (0.0%),2-1 (66.7%),2-1 (66.7%),6-6 (50.0%)
35,1986,7-9 (43.8%),5-10-1 (33.3%),5-4 (55.6%),3-6 (33.3%),3-5 (37.5%),3-5 (37.5%),1-4 (20.0%),1-4 (20.0%),1-1 (50.0%),1-1 (50.0%),7-7-2 (50.0%)
36,1985,10-6 (62.5%),10-6 (62.5%),7-4 (63.6%),7-4 (63.6%),7-1 (87.5%),7-1 (87.5%),6-0 (100.0%),6-0 (100.0%),1-0 (100.0%),1-0 (100.0%),9-7 (56.3%)
37,1984,9-7 (56.3%),6-9-1 (40.0%),7-4 (63.6%),4-6-1 (40.0%),5-3 (62.5%),2-5-1 (28.6%),5-2 (71.4%),2-4-1 (33.3%),0-0 (0.0%),0-0 (0.0%),6-10 (37.5%)
38,1983,12-4 (75.0%),9-7 (56.3%),12-3 (80.0%),9-6 (60.0%),6-2 (75.0%),4-4 (50.0%),6-2 (75.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),12-4 (75.0%)
39,1982,6-3 (66.7%),5-4 (55.6%),6-3 (66.7%),5-4 (55.6%),3-2 (60.0%),2-3 (40.0%),3-2 (60.0%),2-3 (40.0%),0-0 (0.0%),0-0 (0.0%),5-4 (55.6%)
40,1981,12-4 (75.0%),9-7 (56.3%),11-4 (73.3%),8-7 (53.3%),8-0 (100.0%),5-3 (62.5%),8-0 (100.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
41,1980,12-4 (75.0%),10-6 (62.5%),11-2 (84.6%),9-4 (69.2%),8-0 (100.0%),7-1 (87.5%),8-0 (100.0%),7-1 (87.5%),0-0 (0.0%),0-0 (0.0%),10-6 (62.5%)
42,1979,11-5 (68.8%),5-11 (31.3%),11-4 (73.3%),5-10 (33.3%),6-2 (75.0%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
43,1978,12-4 (75.0%),8-8 (50.0%),12-3 (80.0%),8-7 (53.3%),7-1 (87.5%),5-3 (62.5%),7-1 (87.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),0-2 (0.0%)
44,1977,12-2 (85.7%),7-6-1 (53.8%),11-1 (91.7%),6-5-1 (54.5%),6-1 (85.7%),4-3 (57.1%),6-1 (85.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-1 (0.0%)
45,1976,11-3 (78.6%),6-7-1 (46.2%),11-3 (78.6%),6-7-1 (46.2%),6-1 (85.7%),2-4-1 (33.3%),6-1 (85.7%),2-4-1 (33.3%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
46,1975,10-4 (71.4%),7-7 (50.0%),8-2 (80.0%),5-5 (50.0%),5-2 (71.4%),4-3 (57.1%),4-2 (66.7%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
47,1974,8-6 (57.1%),5-8-1 (38.5%),7-3 (70.0%),4-6 (40.0%),5-2 (71.4%),2-5 (28.6%),4-1 (80.0%),1-4 (20.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
48,1973,10-4 (71.4%),9-5 (64.3%),10-2 (83.3%),9-3 (75.0%),6-1 (85.7%),6-1 (85.7%),6-1 (85.7%),6-1 (85.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
49,1972,10-4 (71.4%),5-8-1 (38.5%),10-3 (76.9%),5-7-1 (41.7%),5-2 (71.4%),2-5 (28.6%),5-2 (71.4%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
50,1971,11-3 (78.6%),8-5-1 (61.5%),11-3 (78.6%),8-5-1 (61.5%),6-1 (85.7%),4-2-1 (66.7%),6-1 (85.7%),4-2-1 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
51,1970,10-4 (71.4%),8-6 (57.1%),8-3 (72.7%),6-5 (54.5%),6-1 (85.7%),5-2 (71.4%),6-1 (85.7%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
52,1969,11-2-1 (84.6%),8-6 (57.1%),11-1-1 (91.7%),7-6 (53.8%),6-0-1 (100.0%),5-2 (71.4%),6-0-1 (100.0%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
53,1968,12-2 (85.7%),11-3 (78.6%),12-2 (85.7%),11-3 (78.6%),5-2 (71.4%),4-3 (57.1%),5-2 (71.4%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
54,1967,9-5 (64.3%),7-6-1 (53.8%),8-4 (66.7%),5-6-1 (45.5%),5-2 (71.4%),4-3 (57.1%),5-2 (71.4%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
55,1966,10-3-1 (76.9%),8-6 (57.1%),10-3-1 (76.9%),8-6 (57.1%),6-1 (85.7%),6-1 (85.7%),6-1 (85.7%),6-1 (85.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
56,1965,7-7 (50.0%),8-5-1 (61.5%),5-3 (62.5%),4-3-1 (57.1%),5-2 (71.4%),4-2-1 (66.7%),5-1 (83.3%),4-1-1 (80.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
57,1964,5-8-1 (38.5%),5-8-1 (38.5%),1-1 (50.0%),0-2 (0.0%),2-4-1 (33.3%),2-4-1 (33.3%),1-1 (50.0%),0-2 (0.0%),0-3 (0.0%),1-2 (33.3%),0-0 (0.0%)
58,1963,4-10 (28.6%),6-8 (42.9%),2-2 (50.0%),2-2 (50.0%),3-4 (42.9%),4-3 (57.1%),2-1 (66.7%),2-1 (66.7%),1-3 (25.0%),2-2 (50.0%),0-0 (0.0%)
59,1962,5-8-1 (38.5%),9-5 (64.3%),0-3 (0.0%),0-3 (0.0%),2-4-1 (33.3%),5-2 (71.4%),0-1 (0.0%),0-1 (0.0%),2-3-1 (40.0%),5-1 (83.3%),0-0 (0.0%)
60,1961,4-9-1 (30.8%),4-10 (28.6%),1-0-1 (100.0%),1-1 (50.0%),2-4-1 (33.3%),2-5 (28.6%),1-0-1 (100.0%),1-1 (50.0%),1-4 (20.0%),1-4 (20.0%),0-0 (0.0%)
61,1960,0-11-1 (0.0%),6-6 (50.0%),0-0 (0.0%),0-0 (0.0%),0-6 (0.0%),2-4 (33.3%),0-0 (0.0%),0-0 (0.0%),0-6 (0.0%),2-4 (33.3%),0-0 (0.0%)
