,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,week,url
21,22,Washington,215.4,196.7,126.0,224.8,203.8,202.4,2022-11-09,9,passing-yards-per-game
22,23,Pittsburgh,204.1,199.0,158.0,174.3,222.0,221.1,2022-11-09,9,passing-yards-per-game
23,24,New England,202.7,161.3,133.0,203.3,202.2,226.3,2022-11-09,9,passing-yards-per-game
24,25,Dallas,190.6,204.7,242.0,210.6,157.3,279.4,2022-11-09,9,passing-yards-per-game
25,26,Houston,188.6,183.0,135.0,172.5,204.8,194.4,2022-11-09,9,passing-yards-per-game
26,27,Baltimore,186.8,149.0,131.0,179.0,193.0,233.0,2022-11-09,9,passing-yards-per-game
27,28,Carolina,184.6,214.3,164.0,189.8,178.0,190.5,2022-11-09,9,passing-yards-per-game
28,29,NY Giants,159.1,167.3,147.0,139.3,179.0,188.0,2022-11-09,9,passing-yards-per-game
29,30,Atlanta,157.2,153.3,114.0,164.0,148.8,218.4,2022-11-09,9,passing-yards-per-game
30,31,Tennessee,136.3,71.0,57.0,211.3,91.2,201.7,2022-11-09,9,passing-yards-per-game
31,32,Chicago,125.7,131.3,116.0,114.3,134.8,188.6,2022-11-09,9,passing-yards-per-game
0,1,Chicago,195.4,245.0,252.0,217.3,178.0,118.7,2022-11-09,9,rushing-yards-per-game
1,2,Baltimore,168.1,193.0,188.0,158.0,176.2,145.8,2022-11-09,9,rushing-yards-per-game
2,3,Cleveland,164.6,118.3,172.0,162.0,169.0,145.4,2022-11-09,9,rushing-yards-per-game
3,4,Atlanta,162.9,158.3,201.0,187.8,131.8,85.4,2022-11-09,9,rushing-yards-per-game
4,5,NY Giants,161.5,132.3,78.0,153.8,169.3,99.3,2022-11-09,9,rushing-yards-per-game
5,6,Philadelphia,148.8,130.0,143.0,155.0,142.5,156.1,2022-11-09,9,rushing-yards-per-game
6,7,Jacksonville,146.8,167.0,168.0,135.5,155.8,103.2,2022-11-09,9,rushing-yards-per-game
7,8,Tennessee,142.3,208.0,172.0,113.3,159.6,141.3,2022-11-09,9,rushing-yards-per-game
8,9,Detroit,134.1,105.3,117.0,143.2,119.0,110.9,2022-11-09,9,rushing-yards-per-game
9,10,Seattle,133.8,152.7,158.0,102.8,158.6,122.0,2022-11-09,9,rushing-yards-per-game
10,11,Dallas,131.5,157.7,200.0,115.8,157.7,122.0,2022-11-09,9,rushing-yards-per-game
11,12,New Orleans,130.9,89.7,48.0,149.4,107.8,117.1,2022-11-09,9,rushing-yards-per-game
12,13,Buffalo,124.3,137.3,134.0,124.7,124.0,131.2,2022-11-09,9,rushing-yards-per-game
13,14,Green Bay,120.7,117.3,106.0,154.0,104.0,109.3,2022-11-09,9,rushing-yards-per-game
14,15,San Francisco,119.5,87.3,111.0,126.0,115.6,124.6,2022-11-09,9,rushing-yards-per-game
15,16,New England,117.2,89.0,70.0,115.3,118.8,124.4,2022-11-09,9,rushing-yards-per-game
16,17,Arizona,117.0,112.3,122.0,111.2,124.3,118.7,2022-11-09,9,rushing-yards-per-game
17,18,NY Jets,116.0,126.7,174.0,103.8,131.3,98.1,2022-11-09,9,rushing-yards-per-game
18,19,Las Vegas,110.3,91.7,73.0,152.0,85.2,95.6,2022-11-09,9,rushing-yards-per-game
19,20,Denver,108.4,101.3,101.0,120.0,96.8,119.1,2022-11-09,9,rushing-yards-per-game
20,21,Washington,108.0,133.0,137.0,103.6,113.5,121.2,2022-11-09,9,rushing-yards-per-game
21,22,Carolina,105.3,135.3,64.0,95.2,118.0,108.4,2022-11-09,9,rushing-yards-per-game
22,23,Kansas City,103.5,85.7,77.0,85.3,121.8,119.1,2022-11-09,9,rushing-yards-per-game
23,24,Minnesota,102.0,102.3,56.0,134.8,69.3,113.5,2022-11-09,9,rushing-yards-per-game
24,25,Houston,101.9,106.3,168.0,104.8,99.0,83.6,2022-11-09,9,rushing-yards-per-game
25,26,Cincinnati,98.8,118.3,241.0,129.8,74.0,99.3,2022-11-09,9,rushing-yards-per-game
26,27,Pittsburgh,94.9,105.3,144.0,95.7,94.4,91.1,2022-11-09,9,rushing-yards-per-game
27,28,LA Chargers,89.1,72.3,91.0,57.0,121.3,107.9,2022-11-09,9,rushing-yards-per-game
28,29,Miami,86.9,98.3,77.0,72.5,98.4,92.2,2022-11-09,9,rushing-yards-per-game
29,30,Indianapolis,86.7,92.7,78.0,75.0,96.0,149.4,2022-11-09,9,rushing-yards-per-game
30,31,LA Rams,68.4,78.3,68.0,64.4,75.0,95.7,2022-11-09,9,rushing-yards-per-game
31,32,Tampa Bay,60.7,47.0,51.0,40.2,86.3,96.3,2022-11-09,9,rushing-yards-per-game
0,1,Kansas City,31.9,31.3,44.0,25.7,36.5,29.4,2022-11-02,8,points-per-game
1,2,Buffalo,29.0,29.7,27.0,35.3,24.3,29.8,2022-11-02,8,points-per-game
2,3,Philadelphia,28.0,27.0,35.0,28.5,27.3,25.5,2022-11-02,8,points-per-game
3,4,Seattle,26.3,27.7,27.0,21.5,31.0,23.2,2022-11-02,8,points-per-game
4,5,Baltimore,26.0,23.3,27.0,25.0,27.0,22.8,2022-11-02,8,points-per-game
5,6,Atlanta,25.0,27.3,37.0,28.5,21.5,18.4,2022-11-02,8,points-per-game
6,6,Cleveland,25.0,22.3,32.0,26.8,22.0,20.5,2022-11-02,8,points-per-game
7,8,New Orleans,24.9,28.0,24.0,24.8,25.0,21.4,2022-11-02,8,points-per-game
8,9,Detroit,24.7,11.0,27.0,35.8,10.0,19.1,2022-11-02,8,points-per-game
9,9,Minnesota,24.7,29.0,34.0,28.5,19.7,25.0,2022-11-02,8,points-per-game
10,11,LA Chargers,23.4,24.0,23.0,19.0,29.3,27.9,2022-11-02,8,points-per-game
11,12,Las Vegas,23.3,22.3,0.0,31.0,17.5,21.8,2022-11-02,8,points-per-game
12,13,Cincinnati,23.3,26.0,13.0,27.3,20.8,26.3,2022-11-02,8,points-per-game
13,14,Dallas,22.9,30.0,49.0,24.2,20.7,30.4,2022-11-02,8,points-per-game
14,15,Arizona,22.8,25.7,26.0,23.0,22.5,25.6,2022-11-02,8,points-per-game
15,16,Miami,22.3,21.0,31.0,18.3,26.3,20.1,2022-11-02,8,points-per-game
16,17,New England,22.1,24.7,22.0,23.0,21.6,26.6,2022-11-02,8,points-per-game
17,18,San Francisco,22.0,22.7,31.0,24.7,20.4,24.0,2022-11-02,8,points-per-game
18,18,NY Jets,22.0,20.0,17.0,19.5,24.5,18.2,2022-11-02,8,points-per-game
19,20,Jacksonville,21.5,20.3,17.0,15.7,25.0,14.9,2022-11-02,8,points-per-game
20,21,NY Giants,20.4,20.0,13.0,19.8,21.0,15.2,2022-11-02,8,points-per-game
21,22,Carolina,19.8,21.7,34.0,19.6,20.0,17.9,2022-11-02,8,points-per-game
22,23,Chicago,19.4,23.0,29.0,16.3,21.2,18.3,2022-11-02,8,points-per-game
23,24,Tennessee,18.9,19.0,17.0,21.0,17.3,24.2,2022-11-02,8,points-per-game
24,25,Tampa Bay,18.3,14.3,22.0,21.5,15.0,29.9,2022-11-02,8,points-per-game
25,26,Green Bay,18.1,16.0,17.0,21.3,16.2,25.6,2022-11-02,8,points-per-game
26,27,Washington,17.8,17.3,17.0,19.0,16.5,19.7,2022-11-02,8,points-per-game
27,28,LA Rams,16.9,16.0,14.0,17.8,14.5,27.0,2022-11-02,8,points-per-game
28,29,Houston,16.6,14.3,10.0,18.0,15.5,16.5,2022-11-02,8,points-per-game
29,30,Indianapolis,16.1,20.0,16.0,21.8,10.5,26.5,2022-11-02,8,points-per-game
30,31,Denver,15.1,15.3,21.0,11.3,19.0,19.7,2022-11-02,8,points-per-game
31,32,Pittsburgh,15.0,14.3,13.0,18.0,13.2,20.2,2022-11-02,8,points-per-game
0,1,Philadelphia,0.3,0.0,0.0,0.5,0.0,1.1,2022-11-02,8,giveaways-per-game
1,2,Las Vegas,0.9,0.3,1.0,0.3,1.3,1.4,2022-11-02,8,giveaways-per-game
2,3,Dallas,0.9,1.7,1.0,0.8,1.0,1.2,2022-11-02,8,giveaways-per-game
3,3,Tampa Bay,0.9,0.3,1.0,1.3,0.5,1.1,2022-11-02,8,giveaways-per-game
4,5,Houston,1.0,0.7,1.0,1.3,0.8,1.3,2022-11-02,8,giveaways-per-game
5,5,Arizona,1.0,1.7,3.0,0.3,1.8,0.9,2022-11-02,8,giveaways-per-game
6,5,LA Chargers,1.0,1.0,2.0,1.3,0.7,1.3,2022-11-02,8,giveaways-per-game
7,5,NY Giants,1.0,1.0,2.0,1.0,1.0,1.8,2022-11-02,8,giveaways-per-game
8,5,Minnesota,1.0,0.7,1.0,0.8,1.3,0.8,2022-11-02,8,giveaways-per-game
9,10,Denver,1.1,1.0,1.0,1.0,1.3,1.1,2022-11-02,8,giveaways-per-game
10,10,Carolina,1.1,0.7,1.0,1.0,1.3,1.7,2022-11-02,8,giveaways-per-game
11,10,Baltimore,1.1,1.0,0.0,1.0,1.3,1.5,2022-11-02,8,giveaways-per-game
12,13,Kansas City,1.1,1.3,2.0,0.7,1.5,1.5,2022-11-02,8,giveaways-per-game
13,14,Atlanta,1.3,0.7,2.0,1.3,1.3,1.5,2022-11-02,8,giveaways-per-game
14,14,Washington,1.3,0.7,1.0,1.5,1.0,1.4,2022-11-02,8,giveaways-per-game
15,14,Miami,1.3,1.3,1.0,0.8,1.8,1.5,2022-11-02,8,giveaways-per-game
16,14,Green Bay,1.3,1.0,1.0,1.3,1.2,0.8,2022-11-02,8,giveaways-per-game
17,14,Cincinnati,1.3,1.0,2.0,1.7,1.0,1.1,2022-11-02,8,giveaways-per-game
18,19,Tennessee,1.3,1.0,2.0,1.0,1.5,1.6,2022-11-02,8,giveaways-per-game
19,20,Seattle,1.4,1.3,1.0,1.0,1.8,0.8,2022-11-02,8,giveaways-per-game
20,21,Chicago,1.5,1.3,1.0,1.7,1.4,1.7,2022-11-02,8,giveaways-per-game
21,21,Jacksonville,1.5,1.3,2.0,1.0,1.8,1.7,2022-11-02,8,giveaways-per-game
22,21,San Francisco,1.5,2.0,0.0,1.0,1.8,1.4,2022-11-02,8,giveaways-per-game
23,21,NY Jets,1.5,1.0,3.0,2.3,0.8,1.6,2022-11-02,8,giveaways-per-game
24,21,Cleveland,1.5,2.7,2.0,1.6,1.3,1.3,2022-11-02,8,giveaways-per-game
25,26,Detroit,1.6,2.3,0.0,0.8,2.7,1.4,2022-11-02,8,giveaways-per-game
26,27,Buffalo,1.7,1.7,2.0,1.3,2.0,1.2,2022-11-02,8,giveaways-per-game
27,28,Pittsburgh,1.8,1.7,2.0,2.0,1.6,1.2,2022-11-02,8,giveaways-per-game
28,29,LA Rams,1.9,1.3,0.0,2.0,1.5,1.4,2022-11-02,8,giveaways-per-game
29,30,New Orleans,2.0,1.0,0.0,1.8,2.3,1.1,2022-11-02,8,giveaways-per-game
30,30,New England,2.0,2.0,1.0,3.0,1.4,1.4,2022-11-02,8,giveaways-per-game
31,30,Indianapolis,2.0,1.7,2.0,1.5,2.5,1.1,2022-11-02,8,giveaways-per-game
0,1,Philadelphia,2.3,2.0,2.0,3.3,1.0,0.9,2022-11-02,8,takeaways-per-game
1,2,New England,2.0,2.7,3.0,1.7,2.2,1.7,2022-11-02,8,takeaways-per-game
2,2,Buffalo,2.0,1.7,1.0,2.3,1.8,1.7,2022-11-02,8,takeaways-per-game
3,4,Baltimore,1.9,1.3,1.0,1.8,2.0,0.9,2022-11-02,8,takeaways-per-game
4,5,Minnesota,1.9,2.3,3.0,1.8,2.0,1.4,2022-11-02,8,takeaways-per-game
5,6,Seattle,1.8,2.0,2.0,2.0,1.5,1.1,2022-11-02,8,takeaways-per-game
6,7,Dallas,1.6,2.0,1.0,1.8,1.3,1.9,2022-11-02,8,takeaways-per-game
7,7,Chicago,1.6,1.7,1.0,1.3,1.8,0.9,2022-11-02,8,takeaways-per-game
8,9,Tennessee,1.6,1.7,1.0,2.0,1.3,1.3,2022-11-02,8,takeaways-per-game
9,10,NY Jets,1.5,1.0,1.0,1.3,1.8,0.8,2022-11-02,8,takeaways-per-game
10,11,Houston,1.4,1.3,2.0,1.7,1.3,1.5,2022-11-02,8,takeaways-per-game
11,12,Atlanta,1.4,1.3,1.0,1.8,1.0,1.2,2022-11-02,8,takeaways-per-game
12,12,Arizona,1.4,1.7,1.0,1.3,1.5,1.5,2022-11-02,8,takeaways-per-game
13,14,LA Chargers,1.3,1.3,2.0,1.5,1.0,1.2,2022-11-02,8,takeaways-per-game
14,15,Pittsburgh,1.3,0.0,0.0,1.0,1.4,1.3,2022-11-02,8,takeaways-per-game
15,15,Jacksonville,1.3,0.3,1.0,1.0,1.4,0.5,2022-11-02,8,takeaways-per-game
16,15,NY Giants,1.3,1.3,1.0,1.8,0.8,1.3,2022-11-02,8,takeaways-per-game
17,15,Cincinnati,1.3,0.7,2.0,0.7,1.6,1.4,2022-11-02,8,takeaways-per-game
18,19,Kansas City,1.1,1.3,3.0,0.7,1.5,1.6,2022-11-02,8,takeaways-per-game
19,19,LA Rams,1.1,0.3,0.0,1.6,0.0,1.4,2022-11-02,8,takeaways-per-game
20,21,San Francisco,1.1,0.7,0.0,2.3,0.4,1.2,2022-11-02,8,takeaways-per-game
21,21,Tampa Bay,1.1,0.0,0.0,0.8,1.5,1.9,2022-11-02,8,takeaways-per-game
22,21,Denver,1.1,1.0,2.0,1.3,1.0,1.1,2022-11-02,8,takeaways-per-game
23,24,Cleveland,1.0,1.3,2.0,1.0,1.0,1.1,2022-11-02,8,takeaways-per-game
24,24,Carolina,1.0,1.0,2.0,1.0,1.0,0.9,2022-11-02,8,takeaways-per-game
25,24,Indianapolis,1.0,1.0,1.0,1.0,1.0,1.9,2022-11-02,8,takeaways-per-game
26,27,New Orleans,0.9,0.7,1.0,1.0,0.8,1.5,2022-11-02,8,takeaways-per-game
27,27,Miami,0.9,1.0,0.0,1.8,0.0,1.5,2022-11-02,8,takeaways-per-game
28,27,Green Bay,0.9,1.0,2.0,0.7,1.0,1.5,2022-11-02,8,takeaways-per-game
29,30,Detroit,0.9,1.0,1.0,0.8,1.0,1.1,2022-11-02,8,takeaways-per-game
30,31,Washington,0.8,1.7,2.0,0.5,1.0,1.1,2022-11-02,8,takeaways-per-game
31,32,Las Vegas,0.6,0.3,0.0,1.0,0.3,0.8,2022-11-02,8,takeaways-per-game
0,1,LA Chargers,1.4,2.0,3.0,1.5,1.3,1.8,2022-11-02,8,qb-sacked-per-game
1,2,Dallas,1.5,1.0,1.0,1.8,1.0,2.1,2022-11-02,8,qb-sacked-per-game
2,2,Jacksonville,1.5,2.0,2.0,0.0,2.4,1.9,2022-11-02,8,qb-sacked-per-game
3,4,Buffalo,1.6,1.0,2.0,1.0,2.0,1.5,2022-11-02,8,qb-sacked-per-game
4,5,Tampa Bay,1.6,2.0,3.0,1.8,1.5,1.6,2022-11-02,8,qb-sacked-per-game
5,6,Kansas City,1.7,2.3,1.0,2.3,1.3,1.9,2022-11-02,8,qb-sacked-per-game
6,7,Detroit,1.9,2.7,1.0,1.5,2.3,2.1,2022-11-02,8,qb-sacked-per-game
7,8,New Orleans,1.9,0.3,0.0,2.0,1.8,2.2,2022-11-02,8,qb-sacked-per-game
8,9,Cleveland,2.0,3.7,2.0,1.8,2.3,2.9,2022-11-02,8,qb-sacked-per-game
9,9,Minnesota,2.0,2.3,3.0,1.5,2.7,1.8,2022-11-02,8,qb-sacked-per-game
10,11,San Francisco,2.1,2.7,3.0,2.0,2.2,1.9,2022-11-02,8,qb-sacked-per-game
11,11,Miami,2.1,2.7,2.0,2.8,1.5,2.4,2022-11-02,8,qb-sacked-per-game
12,11,Green Bay,2.1,2.0,2.0,2.7,1.8,2.1,2022-11-02,8,qb-sacked-per-game
13,11,Baltimore,2.1,2.7,3.0,1.5,2.8,3.4,2022-11-02,8,qb-sacked-per-game
14,15,New England,2.3,3.0,6.0,1.3,2.8,1.7,2022-11-02,8,qb-sacked-per-game
15,16,Houston,2.3,1.7,3.0,3.3,1.5,2.6,2022-11-02,8,qb-sacked-per-game
16,17,Atlanta,2.4,2.3,2.0,1.3,3.5,2.4,2022-11-02,8,qb-sacked-per-game
17,17,NY Jets,2.4,2.3,2.0,2.8,2.0,3.1,2022-11-02,8,qb-sacked-per-game
18,17,Seattle,2.4,3.3,3.0,3.0,1.8,2.7,2022-11-02,8,qb-sacked-per-game
19,20,Las Vegas,2.4,2.3,4.0,1.3,3.3,2.4,2022-11-02,8,qb-sacked-per-game
20,20,Tennessee,2.4,3.3,3.0,1.3,3.3,2.7,2022-11-02,8,qb-sacked-per-game
21,22,Arizona,2.5,4.0,4.0,2.0,3.0,2.3,2022-11-02,8,qb-sacked-per-game
22,23,Philadelphia,2.6,3.0,3.0,3.0,2.0,1.8,2022-11-02,8,qb-sacked-per-game
23,24,Pittsburgh,2.6,3.3,6.0,2.7,2.6,2.2,2022-11-02,8,qb-sacked-per-game
24,24,Carolina,2.6,1.3,1.0,3.2,1.7,3.1,2022-11-02,8,qb-sacked-per-game
25,26,Denver,3.0,2.7,3.0,3.0,3.0,2.4,2022-11-02,8,qb-sacked-per-game
26,27,NY Giants,3.1,3.3,5.0,3.3,3.0,2.2,2022-11-02,8,qb-sacked-per-game
27,28,Washington,3.3,2.0,2.0,3.5,3.0,2.5,2022-11-02,8,qb-sacked-per-game
28,28,Indianapolis,3.3,1.7,2.0,2.5,4.0,1.9,2022-11-02,8,qb-sacked-per-game
29,30,LA Rams,3.4,2.7,2.0,3.2,4.0,1.8,2022-11-02,8,qb-sacked-per-game
30,31,Cincinnati,3.8,3.7,5.0,3.7,3.8,3.5,2022-11-02,8,qb-sacked-per-game
31,32,Chicago,3.9,4.3,4.0,4.0,3.8,3.4,2022-11-02,8,qb-sacked-per-game
0,1,Buffalo,307.7,322.0,216.0,320.3,298.3,258.2,2022-11-02,8,passing-yards-per-game
1,2,Kansas City,296.0,333.7,417.0,270.0,315.5,288.5,2022-11-02,8,passing-yards-per-game
2,3,Miami,292.5,338.3,369.0,264.8,320.3,214.8,2022-11-02,8,passing-yards-per-game
3,4,LA Chargers,279.4,242.3,276.0,266.3,297.0,282.4,2022-11-02,8,passing-yards-per-game
4,5,Tampa Bay,271.0,270.0,305.0,320.0,222.0,304.2,2022-11-02,8,passing-yards-per-game
5,6,Cincinnati,268.0,308.3,193.0,354.0,216.4,256.0,2022-11-02,8,passing-yards-per-game
6,7,Detroit,258.3,239.0,311.0,281.3,227.7,211.6,2022-11-02,8,passing-yards-per-game
7,8,New Orleans,253.1,270.3,231.0,203.3,303.0,187.4,2022-11-02,8,passing-yards-per-game
8,9,Indianapolis,251.6,268.3,189.0,270.5,232.8,197.7,2022-11-02,8,passing-yards-per-game
9,10,Philadelphia,245.9,213.3,290.0,234.0,261.7,202.7,2022-11-02,8,passing-yards-per-game
10,11,Minnesota,237.1,225.3,208.0,259.8,207.0,249.3,2022-11-02,8,passing-yards-per-game
11,12,San Francisco,237.1,298.7,257.0,255.3,226.2,236.6,2022-11-02,8,passing-yards-per-game
12,13,Arizona,230.8,219.0,297.0,225.5,236.0,244.3,2022-11-02,8,passing-yards-per-game
13,14,NY Jets,229.4,180.0,336.0,268.0,190.8,208.3,2022-11-02,8,passing-yards-per-game
14,15,LA Rams,229.0,233.7,167.0,232.8,219.5,277.5,2022-11-02,8,passing-yards-per-game
15,16,Washington,226.6,183.3,266.0,249.5,203.8,202.4,2022-11-02,8,passing-yards-per-game
16,17,Las Vegas,225.3,201.3,145.0,217.7,231.0,269.4,2022-11-02,8,passing-yards-per-game
17,18,Seattle,221.4,180.3,190.0,208.8,234.0,201.9,2022-11-02,8,passing-yards-per-game
18,19,Cleveland,221.1,249.7,268.0,236.4,195.7,195.3,2022-11-02,8,passing-yards-per-game
19,20,Denver,220.5,203.0,230.0,207.5,233.5,211.4,2022-11-02,8,passing-yards-per-game
20,21,Jacksonville,218.9,186.7,114.0,277.0,184.0,202.1,2022-11-02,8,passing-yards-per-game
21,22,Green Bay,217.4,200.7,190.0,224.3,213.2,250.6,2022-11-02,8,passing-yards-per-game
22,23,New England,211.4,217.3,161.0,226.7,202.2,226.3,2022-11-02,8,passing-yards-per-game
23,24,Pittsburgh,203.9,198.3,156.0,174.3,221.6,221.1,2022-11-02,8,passing-yards-per-game
24,25,Houston,196.3,182.0,118.0,185.0,204.8,194.4,2022-11-02,8,passing-yards-per-game
25,26,Baltimore,193.8,170.3,222.0,179.0,208.5,233.0,2022-11-02,8,passing-yards-per-game
26,27,Dallas,190.6,204.7,242.0,210.6,157.3,279.4,2022-11-02,8,passing-yards-per-game
27,28,Carolina,187.1,196.3,309.0,189.8,182.7,190.5,2022-11-02,8,passing-yards-per-game
28,29,Atlanta,162.6,155.7,239.0,176.5,148.8,218.4,2022-11-02,8,passing-yards-per-game
29,30,NY Giants,159.1,167.3,147.0,139.3,179.0,188.0,2022-11-02,8,passing-yards-per-game
30,31,Tennessee,147.6,97.3,40.0,211.3,99.8,201.7,2022-11-02,8,passing-yards-per-game
31,32,Chicago,126.9,144.0,131.0,113.7,134.8,188.6,2022-11-02,8,passing-yards-per-game
0,1,Chicago,188.4,240.0,240.0,205.7,178.0,118.7,2022-11-02,8,rushing-yards-per-game
1,2,Baltimore,165.6,200.7,231.0,158.0,173.3,145.8,2022-11-02,8,rushing-yards-per-game
2,3,Cleveland,164.6,118.3,172.0,162.0,169.0,145.4,2022-11-02,8,rushing-yards-per-game
3,4,NY Giants,161.5,132.3,78.0,153.8,169.3,99.3,2022-11-02,8,rushing-yards-per-game
4,5,Atlanta,158.1,147.3,167.0,184.5,131.8,85.4,2022-11-02,8,rushing-yards-per-game
5,6,Philadelphia,149.6,128.7,111.0,155.0,142.3,156.1,2022-11-02,8,rushing-yards-per-game
6,7,Jacksonville,144.1,192.0,191.0,124.7,155.8,103.2,2022-11-02,8,rushing-yards-per-game
7,8,New Orleans,141.3,149.7,136.0,174.8,107.8,117.1,2022-11-02,8,rushing-yards-per-game
8,9,Tennessee,138.0,185.7,314.0,113.3,156.5,141.3,2022-11-02,8,rushing-yards-per-game
9,10,Detroit,136.6,100.0,82.0,149.8,119.0,110.9,2022-11-02,8,rushing-yards-per-game
10,11,Dallas,131.5,157.7,200.0,115.8,157.7,122.0,2022-11-02,8,rushing-yards-per-game
11,12,Seattle,130.8,145.3,87.0,102.8,158.8,122.0,2022-11-02,8,rushing-yards-per-game
12,13,New England,123.1,98.3,127.0,130.3,118.8,124.4,2022-11-02,8,rushing-yards-per-game
13,14,Buffalo,122.9,132.7,153.0,124.7,121.5,131.2,2022-11-02,8,rushing-yards-per-game
14,15,Green Bay,122.5,102.0,208.0,154.0,103.6,109.3,2022-11-02,8,rushing-yards-per-game
15,16,San Francisco,119.5,87.3,111.0,126.0,115.6,124.6,2022-11-02,8,rushing-yards-per-game
16,17,Arizona,116.4,119.7,78.0,108.5,124.3,118.7,2022-11-02,8,rushing-yards-per-game
17,18,Las Vegas,115.6,119.0,38.0,152.0,88.3,95.6,2022-11-02,8,rushing-yards-per-game
18,19,Carolina,110.5,145.0,169.0,95.2,136.0,108.4,2022-11-02,8,rushing-yards-per-game
19,20,NY Jets,108.8,128.3,51.0,86.3,131.3,98.1,2022-11-02,8,rushing-yards-per-game
20,21,Minnesota,108.6,122.7,173.0,134.8,73.7,113.5,2022-11-02,8,rushing-yards-per-game
21,22,Denver,108.4,101.3,101.0,120.0,96.8,119.1,2022-11-02,8,rushing-yards-per-game
22,23,Kansas City,107.3,94.3,112.0,88.0,121.8,119.1,2022-11-02,8,rushing-yards-per-game
23,24,Washington,104.4,130.0,96.0,95.3,113.5,121.2,2022-11-02,8,rushing-yards-per-game
24,25,Pittsburgh,94.9,105.3,144.0,95.7,94.4,91.1,2022-11-02,8,rushing-yards-per-game
25,26,Houston,92.4,89.0,43.0,83.7,99.0,83.6,2022-11-02,8,rushing-yards-per-game
26,27,LA Chargers,88.9,121.3,53.0,57.0,131.3,107.9,2022-11-02,8,rushing-yards-per-game
27,28,Miami,88.1,97.0,107.0,72.5,103.8,92.2,2022-11-02,8,rushing-yards-per-game
28,29,Indianapolis,87.8,81.7,135.0,75.0,100.5,149.4,2022-11-02,8,rushing-yards-per-game
29,30,Cincinnati,81.0,63.0,36.0,92.7,74.0,99.3,2022-11-02,8,rushing-yards-per-game
30,31,LA Rams,68.4,68.3,56.0,64.4,78.5,95.7,2022-11-02,8,rushing-yards-per-game
31,32,Tampa Bay,61.9,55.0,44.0,37.5,86.3,96.3,2022-11-02,8,rushing-yards-per-game
0,1,Kansas City,31.9,31.3,44.0,25.7,36.5,29.4,2022-10-26,7,points-per-game
1,2,Buffalo,29.3,28.3,24.0,39.5,24.3,29.8,2022-10-26,7,points-per-game
2,3,Las Vegas,27.2,33.0,38.0,31.0,23.3,21.8,2022-10-26,7,points-per-game
3,4,Philadelphia,26.8,25.0,26.0,26.3,27.3,25.5,2022-10-26,7,points-per-game
4,5,Seattle,26.1,29.3,37.0,19.7,31.0,23.2,2022-10-26,7,points-per-game
5,6,Baltimore,25.9,20.7,23.0,25.0,27.0,22.8,2022-10-26,7,points-per-game
6,7,New Orleans,25.0,33.0,34.0,25.0,25.0,21.4,2022-10-26,7,points-per-game
7,8,Cincinnati,24.7,27.3,35.0,27.3,22.8,26.3,2022-10-26,7,points-per-game
8,9,Detroit,24.3,17.0,6.0,38.7,10.0,19.1,2022-10-26,7,points-per-game
9,10,Cleveland,24.0,21.0,20.0,25.5,22.0,20.5,2022-10-26,7,points-per-game
10,11,LA Chargers,23.4,24.0,23.0,19.0,29.3,27.9,2022-10-26,7,points-per-game
11,12,Atlanta,23.3,20.0,17.0,25.7,21.5,18.4,2022-10-26,7,points-per-game
12,13,Minnesota,23.2,27.0,24.0,26.7,19.7,25.0,2022-10-26,7,points-per-game
13,14,NY Jets,22.7,27.7,16.0,20.3,24.5,18.2,2022-10-26,7,points-per-game
14,15,Arizona,22.3,22.7,42.0,23.0,21.3,25.6,2022-10-26,7,points-per-game
15,16,Jacksonville,22.1,16.7,17.0,15.7,27.0,14.9,2022-10-26,7,points-per-game
16,16,New England,22.1,27.0,14.0,23.0,21.5,26.6,2022-10-26,7,points-per-game
17,18,NY Giants,21.4,24.7,23.0,19.8,23.7,15.2,2022-10-26,7,points-per-game
18,19,Miami,21.0,16.3,16.0,18.3,24.7,20.1,2022-10-26,7,points-per-game
19,20,San Francisco,20.7,24.7,23.0,24.7,17.8,24.0,2022-10-26,7,points-per-game
20,21,Tennessee,19.2,21.3,19.0,21.0,17.3,24.2,2022-10-26,7,points-per-game
21,22,Dallas,19.1,21.0,24.0,18.0,20.7,30.4,2022-10-26,7,points-per-game
22,23,Green Bay,18.3,17.7,21.0,21.3,16.0,25.6,2022-10-26,7,points-per-game
23,24,Chicago,18.0,20.7,33.0,16.3,19.3,18.3,2022-10-26,7,points-per-game
24,25,Washington,17.9,17.3,23.0,19.0,16.3,19.7,2022-10-26,7,points-per-game
25,26,Tampa Bay,17.7,14.0,3.0,21.3,15.0,29.9,2022-10-26,7,points-per-game
26,26,Carolina,17.7,15.3,21.0,19.6,13.0,17.9,2022-10-26,7,points-per-game
27,28,Houston,17.7,19.0,20.0,22.0,15.5,16.5,2022-10-26,7,points-per-game
28,29,LA Rams,17.3,14.3,24.0,18.8,14.5,27.0,2022-10-26,7,points-per-game
29,30,Indianapolis,16.1,18.7,10.0,23.7,10.5,26.5,2022-10-26,7,points-per-game
30,31,Pittsburgh,15.3,11.0,10.0,18.0,13.3,20.2,2022-10-26,7,points-per-game
31,32,Denver,14.3,11.3,9.0,11.3,18.3,19.7,2022-10-26,7,points-per-game
0,1,Philadelphia,0.3,0.3,0.0,0.7,0.0,1.1,2022-10-26,7,giveaways-per-game
