,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,week,url
22,22,LA Chargers,99.2,115.0,238.0,51.0,131.3,107.9,2022-10-12,5,rushing-yards-per-game
23,24,NY Jets,97.0,103.0,135.0,98.0,95.5,98.1,2022-10-12,5,rushing-yards-per-game
24,25,Cincinnati,91.8,79.0,101.0,100.0,86.3,99.3,2022-10-12,5,rushing-yards-per-game
25,26,Indianapolis,91.4,75.3,106.0,60.0,112.3,149.4,2022-10-12,5,rushing-yards-per-game
26,27,Carolina,89.8,83.0,64.0,75.8,146.0,108.4,2022-10-12,5,rushing-yards-per-game
27,28,Washington,89.0,90.7,43.0,71.7,115.0,121.2,2022-10-12,5,rushing-yards-per-game
28,29,Pittsburgh,88.6,92.3,54.0,105.0,77.7,91.1,2022-10-12,5,rushing-yards-per-game
29,30,Miami,82.8,87.7,137.0,53.0,102.7,92.2,2022-10-12,5,rushing-yards-per-game
30,31,Tampa Bay,66.0,35.3,69.0,35.3,112.0,96.3,2022-10-12,5,rushing-yards-per-game
31,32,LA Rams,62.4,65.0,38.0,51.7,78.5,95.7,2022-10-12,5,rushing-yards-per-game
0,1,Detroit,35.0,35.0,45.0,38.7,24.0,19.1,2022-10-05,4,points-per-game
1,2,Kansas City,32.3,28.3,41.0,27.0,34.0,29.4,2022-10-05,4,points-per-game
2,3,Baltimore,29.8,31.7,20.0,29.0,30.5,22.8,2022-10-05,4,points-per-game
3,4,Philadelphia,28.8,25.7,29.0,26.5,31.0,25.5,2022-10-05,4,points-per-game
4,5,Buffalo,28.5,27.7,23.0,41.0,24.3,29.8,2022-10-05,4,points-per-game
5,6,Jacksonville,26.3,27.7,21.0,24.0,27.0,14.9,2022-10-05,4,points-per-game
6,6,Cleveland,26.3,26.3,20.0,29.5,23.0,20.5,2022-10-05,4,points-per-game
7,8,Atlanta,25.8,25.7,23.0,24.5,27.0,18.4,2022-10-05,4,points-per-game
8,9,Miami,24.5,26.0,15.0,20.5,28.5,20.1,2022-10-05,4,points-per-game
9,10,Las Vegas,24.0,25.7,32.0,27.5,20.5,21.8,2022-10-05,4,points-per-game
10,11,Seattle,23.8,26.0,48.0,20.0,27.5,23.2,2022-10-05,4,points-per-game
11,12,LA Chargers,23.0,22.7,34.0,17.0,29.0,27.9,2022-10-05,4,points-per-game
12,13,Cincinnati,22.8,23.7,27.0,23.5,22.0,26.3,2022-10-05,4,points-per-game
13,14,Arizona,22.0,22.3,26.0,16.5,27.5,25.6,2022-10-05,4,points-per-game
14,15,Minnesota,21.5,21.0,28.0,25.5,17.5,25.0,2022-10-05,4,points-per-game
15,16,Tampa Bay,20.5,21.0,31.0,21.5,19.5,29.9,2022-10-05,4,points-per-game
16,17,Carolina,19.5,18.0,16.0,20.7,16.0,17.9,2022-10-05,4,points-per-game
17,18,New Orleans,19.0,16.3,25.0,10.0,22.0,21.4,2022-10-05,4,points-per-game
18,18,NY Jets,19.0,22.3,24.0,10.5,27.5,18.2,2022-10-05,4,points-per-game
19,18,NY Giants,19.0,18.3,20.0,18.3,21.0,15.2,2022-10-05,4,points-per-game
20,21,Tennessee,18.8,18.3,24.0,22.0,15.5,24.2,2022-10-05,4,points-per-game
21,21,Green Bay,18.8,22.7,27.0,27.0,10.5,25.6,2022-10-05,4,points-per-game
22,23,Pittsburgh,18.5,17.0,20.0,17.0,20.0,20.2,2022-10-05,4,points-per-game
23,23,New England,18.5,22.3,24.0,26.0,16.0,26.6,2022-10-05,4,points-per-game
24,25,Washington,18.3,15.0,10.0,18.0,18.5,19.7,2022-10-05,4,points-per-game
25,25,Houston,18.3,17.7,24.0,22.0,14.5,16.5,2022-10-05,4,points-per-game
26,27,Dallas,17.8,22.7,25.0,16.0,23.0,30.4,2022-10-05,4,points-per-game
27,27,San Francisco,17.8,20.3,24.0,25.5,10.0,24.0,2022-10-05,4,points-per-game
28,29,LA Rams,17.5,20.0,9.0,20.5,14.5,27.0,2022-10-05,4,points-per-game
29,30,Denver,16.5,16.7,23.0,13.5,19.5,19.7,2022-10-05,4,points-per-game
30,31,Chicago,16.0,15.0,12.0,21.0,11.0,18.3,2022-10-05,4,points-per-game
31,32,Indianapolis,14.3,12.3,17.0,18.5,10.0,26.5,2022-10-05,4,points-per-game
0,1,Dallas,0.5,0.3,0.0,0.7,0.0,1.2,2022-10-05,4,giveaways-per-game
1,1,Arizona,0.5,0.7,1.0,0.0,1.0,0.9,2022-10-05,4,giveaways-per-game
2,1,Philadelphia,0.5,0.7,1.0,1.0,0.0,1.1,2022-10-05,4,giveaways-per-game
3,4,Cleveland,0.8,1.0,2.0,0.5,1.0,1.3,2022-10-05,4,giveaways-per-game
4,5,Detroit,1.0,1.0,2.0,1.0,1.0,1.4,2022-10-05,4,giveaways-per-game
5,5,Miami,1.0,1.3,2.0,0.0,2.0,1.5,2022-10-05,4,giveaways-per-game
6,5,Kansas City,1.0,1.0,1.0,0.0,1.3,1.5,2022-10-05,4,giveaways-per-game
7,5,Denver,1.0,0.7,1.0,0.5,1.5,1.1,2022-10-05,4,giveaways-per-game
8,5,LA Chargers,1.0,1.3,1.0,1.0,1.0,1.3,2022-10-05,4,giveaways-per-game
9,10,Las Vegas,1.3,0.7,0.0,0.5,2.0,1.4,2022-10-05,4,giveaways-per-game
10,10,San Francisco,1.3,1.0,0.0,0.0,2.5,1.4,2022-10-05,4,giveaways-per-game
11,10,Houston,1.3,1.3,2.0,1.5,1.0,1.3,2022-10-05,4,giveaways-per-game
12,10,NY Giants,1.3,1.0,2.0,1.0,2.0,1.8,2022-10-05,4,giveaways-per-game
13,10,Baltimore,1.3,1.3,2.0,1.0,1.5,1.5,2022-10-05,4,giveaways-per-game
14,10,Minnesota,1.3,1.7,1.0,0.5,2.0,0.8,2022-10-05,4,giveaways-per-game
15,16,Jacksonville,1.5,1.7,5.0,0.0,2.0,1.7,2022-10-05,4,giveaways-per-game
16,16,Tennessee,1.5,1.7,0.0,1.0,2.0,1.6,2022-10-05,4,giveaways-per-game
17,16,Tampa Bay,1.5,1.7,2.0,2.0,1.0,1.1,2022-10-05,4,giveaways-per-game
18,16,Carolina,1.5,1.7,3.0,1.3,2.0,1.7,2022-10-05,4,giveaways-per-game
19,16,Cincinnati,1.5,0.3,0.0,2.5,0.5,1.1,2022-10-05,4,giveaways-per-game
20,16,Seattle,1.5,1.7,1.0,1.0,2.0,0.8,2022-10-05,4,giveaways-per-game
21,22,Washington,1.8,1.3,2.0,2.0,1.5,1.4,2022-10-05,4,giveaways-per-game
22,22,Pittsburgh,1.8,2.3,4.0,3.0,0.5,1.2,2022-10-05,4,giveaways-per-game
23,22,Chicago,1.8,2.0,3.0,1.5,2.0,1.7,2022-10-05,4,giveaways-per-game
24,22,Buffalo,1.8,1.0,2.0,0.0,2.3,1.2,2022-10-05,4,giveaways-per-game
25,22,Green Bay,1.8,1.7,2.0,1.5,2.0,0.8,2022-10-05,4,giveaways-per-game
26,27,Atlanta,2.0,2.0,1.0,1.5,2.5,1.5,2022-10-05,4,giveaways-per-game
27,28,NY Jets,2.3,2.3,2.0,3.0,1.5,1.6,2022-10-05,4,giveaways-per-game
28,28,New England,2.3,2.0,1.0,4.0,1.7,1.4,2022-10-05,4,giveaways-per-game
29,28,LA Rams,2.3,2.0,2.0,3.0,1.5,1.4,2022-10-05,4,giveaways-per-game
30,28,Indianapolis,2.3,2.3,3.0,2.0,2.5,1.1,2022-10-05,4,giveaways-per-game
31,32,New Orleans,2.8,3.3,2.0,5.0,2.0,1.1,2022-10-05,4,giveaways-per-game
0,1,Baltimore,2.5,2.7,2.0,2.0,3.0,0.9,2022-10-05,4,takeaways-per-game
1,1,Philadelphia,2.5,3.0,5.0,4.0,1.0,0.9,2022-10-05,4,takeaways-per-game
2,3,Jacksonville,2.3,2.0,1.0,3.0,2.0,0.5,2022-10-05,4,takeaways-per-game
3,3,Tampa Bay,2.3,2.7,1.0,1.5,3.0,1.9,2022-10-05,4,takeaways-per-game
4,3,Buffalo,2.3,2.0,2.0,4.0,1.7,1.7,2022-10-05,4,takeaways-per-game
5,6,Pittsburgh,2.0,1.0,2.0,1.5,2.5,1.3,2022-10-05,4,takeaways-per-game
6,7,Atlanta,1.8,2.0,2.0,1.5,2.0,1.2,2022-10-05,4,takeaways-per-game
7,7,Chicago,1.8,1.7,2.0,2.0,1.5,0.9,2022-10-05,4,takeaways-per-game
8,7,NY Jets,1.8,2.0,4.0,1.0,2.5,0.8,2022-10-05,4,takeaways-per-game
9,7,LA Rams,1.8,1.0,0.0,3.5,0.0,1.4,2022-10-05,4,takeaways-per-game
10,7,Cincinnati,1.8,2.3,2.0,1.0,2.5,1.4,2022-10-05,4,takeaways-per-game
11,12,San Francisco,1.5,1.7,2.0,2.5,0.5,1.2,2022-10-05,4,takeaways-per-game
12,12,Tennessee,1.5,1.3,3.0,1.5,1.5,1.3,2022-10-05,4,takeaways-per-game
13,12,Houston,1.5,1.3,1.0,1.5,1.5,1.5,2022-10-05,4,takeaways-per-game
14,12,Arizona,1.5,1.7,3.0,1.0,2.0,1.5,2022-10-05,4,takeaways-per-game
15,12,New England,1.5,2.0,2.0,2.0,1.3,1.7,2022-10-05,4,takeaways-per-game
16,12,NY Giants,1.5,1.7,3.0,1.7,1.0,1.3,2022-10-05,4,takeaways-per-game
17,12,Seattle,1.5,1.3,2.0,2.0,1.0,1.1,2022-10-05,4,takeaways-per-game
18,12,Minnesota,1.5,1.3,2.0,1.5,1.5,1.4,2022-10-05,4,takeaways-per-game
19,20,LA Chargers,1.3,0.7,2.0,1.5,1.0,1.2,2022-10-05,4,takeaways-per-game
20,21,Dallas,1.0,1.0,2.0,1.0,1.0,1.9,2022-10-05,4,takeaways-per-game
21,21,New Orleans,1.0,0.7,1.0,1.0,1.0,1.5,2022-10-05,4,takeaways-per-game
22,21,Miami,1.0,0.3,0.0,2.0,0.0,1.5,2022-10-05,4,takeaways-per-game
23,21,Cleveland,1.0,1.0,1.0,1.0,1.0,1.1,2022-10-05,4,takeaways-per-game
24,21,Kansas City,1.0,1.3,2.0,1.0,1.0,1.6,2022-10-05,4,takeaways-per-game
25,21,Denver,1.0,1.0,0.0,1.5,0.5,1.1,2022-10-05,4,takeaways-per-game
26,21,Carolina,1.0,1.3,1.0,1.3,0.0,0.9,2022-10-05,4,takeaways-per-game
27,21,Green Bay,1.0,1.3,1.0,1.0,1.0,1.5,2022-10-05,4,takeaways-per-game
28,29,Las Vegas,0.8,1.0,1.0,1.0,0.5,0.8,2022-10-05,4,takeaways-per-game
29,29,Detroit,0.8,1.0,1.0,0.7,1.0,1.1,2022-10-05,4,takeaways-per-game
30,29,Indianapolis,0.8,0.7,0.0,1.0,0.5,1.9,2022-10-05,4,takeaways-per-game
31,32,Washington,0.3,0.0,0.0,0.5,0.0,1.1,2022-10-05,4,takeaways-per-game
0,1,LA Chargers,1.0,1.3,1.0,0.5,1.5,1.8,2022-10-05,4,qb-sacked-per-game
1,2,Detroit,1.3,1.3,1.0,1.7,0.0,2.1,2022-10-05,4,qb-sacked-per-game
2,2,Cleveland,1.3,1.3,1.0,1.5,1.0,2.9,2022-10-05,4,qb-sacked-per-game
3,2,Kansas City,1.3,1.7,3.0,1.0,1.3,1.9,2022-10-05,4,qb-sacked-per-game
4,5,Dallas,1.5,0.7,1.0,2.0,0.0,2.1,2022-10-05,4,qb-sacked-per-game
5,5,Jacksonville,1.5,1.3,4.0,0.0,2.0,1.9,2022-10-05,4,qb-sacked-per-game
6,5,Seattle,1.5,1.3,0.0,2.0,1.0,2.7,2022-10-05,4,qb-sacked-per-game
7,8,Atlanta,1.8,2.3,1.0,0.5,3.0,2.4,2022-10-05,4,qb-sacked-per-game
8,8,San Francisco,1.8,1.7,0.0,0.5,3.0,1.9,2022-10-05,4,qb-sacked-per-game
9,8,Miami,1.8,1.3,1.0,2.5,1.0,2.4,2022-10-05,4,qb-sacked-per-game
10,8,Tennessee,1.8,2.0,3.0,1.0,2.5,2.7,2022-10-05,4,qb-sacked-per-game
11,8,Tampa Bay,1.8,1.7,1.0,2.0,1.5,1.6,2022-10-05,4,qb-sacked-per-game
12,8,Arizona,1.8,1.3,1.0,2.5,1.0,2.3,2022-10-05,4,qb-sacked-per-game
13,8,Minnesota,1.8,2.0,3.0,1.0,2.5,1.8,2022-10-05,4,qb-sacked-per-game
14,15,Pittsburgh,2.0,2.3,3.0,3.0,1.0,2.2,2022-10-05,4,qb-sacked-per-game
15,15,Buffalo,2.0,2.0,1.0,1.0,2.3,1.5,2022-10-05,4,qb-sacked-per-game
16,15,Baltimore,2.0,2.0,2.0,1.0,3.0,3.4,2022-10-05,4,qb-sacked-per-game
17,18,New England,2.3,2.3,4.0,3.0,2.0,1.7,2022-10-05,4,qb-sacked-per-game
18,18,Green Bay,2.3,1.7,1.0,2.0,2.5,2.1,2022-10-05,4,qb-sacked-per-game
19,18,Philadelphia,2.3,2.7,2.0,2.5,2.0,1.8,2022-10-05,4,qb-sacked-per-game
20,21,Las Vegas,2.5,1.3,2.0,1.5,3.5,2.4,2022-10-05,4,qb-sacked-per-game
21,21,NY Jets,2.5,2.3,1.0,3.5,1.5,3.1,2022-10-05,4,qb-sacked-per-game
22,23,Houston,2.8,2.7,4.0,3.5,2.0,2.6,2022-10-05,4,qb-sacked-per-game
23,23,Carolina,2.8,2.3,2.0,3.0,2.0,3.1,2022-10-05,4,qb-sacked-per-game
24,25,Denver,3.0,3.3,3.0,3.5,2.5,2.4,2022-10-05,4,qb-sacked-per-game
25,26,New Orleans,3.3,3.0,2.0,6.0,2.3,2.2,2022-10-05,4,qb-sacked-per-game
26,27,NY Giants,3.5,3.0,1.0,3.0,5.0,2.2,2022-10-05,4,qb-sacked-per-game
27,28,Indianapolis,3.8,4.3,3.0,4.0,3.5,1.9,2022-10-05,4,qb-sacked-per-game
28,29,Chicago,4.0,4.7,6.0,3.5,4.5,3.4,2022-10-05,4,qb-sacked-per-game
29,29,LA Rams,4.0,3.0,7.0,4.0,4.0,1.8,2022-10-05,4,qb-sacked-per-game
30,29,Cincinnati,4.0,3.0,1.0,4.0,4.0,3.5,2022-10-05,4,qb-sacked-per-game
31,32,Washington,4.3,5.3,2.0,5.0,3.5,2.5,2022-10-05,4,qb-sacked-per-game
0,1,LA Chargers,307.3,316.7,338.0,282.5,332.0,282.4,2022-10-05,4,passing-yards-per-game
1,2,Buffalo,297.0,298.7,201.0,313.0,291.7,258.2,2022-10-05,4,passing-yards-per-game
2,3,Miami,291.8,308.3,293.0,206.5,377.0,214.8,2022-10-05,4,passing-yards-per-game
3,4,NY Jets,277.0,270.3,250.0,274.5,279.5,208.3,2022-10-05,4,passing-yards-per-game
4,5,Detroit,272.8,295.3,375.0,271.3,277.0,211.6,2022-10-05,4,passing-yards-per-game
5,6,Philadelphia,270.3,280.7,191.0,257.0,283.5,202.7,2022-10-05,4,passing-yards-per-game
6,7,Kansas City,267.8,237.0,228.0,226.0,281.7,288.5,2022-10-05,4,passing-yards-per-game
7,8,Cincinnati,257.3,243.3,304.0,301.5,213.0,256.0,2022-10-05,4,passing-yards-per-game
8,9,New Orleans,252.8,259.0,227.0,208.0,267.7,187.4,2022-10-05,4,passing-yards-per-game
9,10,Indianapolis,252.0,222.7,327.0,252.0,252.0,197.7,2022-10-05,4,passing-yards-per-game
10,11,Tampa Bay,251.8,270.7,373.0,312.0,191.5,304.2,2022-10-05,4,passing-yards-per-game
11,12,Seattle,246.3,269.3,320.0,242.5,250.0,201.9,2022-10-05,4,passing-yards-per-game
12,13,Minnesota,246.0,238.3,263.0,259.5,232.5,249.3,2022-10-05,4,passing-yards-per-game
13,14,Las Vegas,243.3,239.0,173.0,208.5,278.0,269.4,2022-10-05,4,passing-yards-per-game
14,15,Arizona,237.5,257.0,206.0,237.0,238.0,244.3,2022-10-05,4,passing-yards-per-game
15,16,Green Bay,232.5,234.3,244.0,227.5,237.5,250.6,2022-10-05,4,passing-yards-per-game
16,17,Washington,230.3,205.3,155.0,229.0,231.5,202.4,2022-10-05,4,passing-yards-per-game
17,18,Jacksonville,226.3,215.0,148.0,235.0,223.3,202.1,2022-10-05,4,passing-yards-per-game
18,18,Denver,226.3,191.7,214.0,180.5,272.0,211.4,2022-10-05,4,passing-yards-per-game
19,20,LA Rams,225.5,237.0,200.0,231.5,219.5,277.5,2022-10-05,4,passing-yards-per-game
20,21,Baltimore,217.3,219.3,134.0,226.0,208.5,233.0,2022-10-05,4,passing-yards-per-game
21,22,New England,212.8,219.3,104.0,302.0,183.0,226.3,2022-10-05,4,passing-yards-per-game
22,23,Dallas,208.8,220.7,217.0,206.7,215.0,279.4,2022-10-05,4,passing-yards-per-game
23,24,Houston,207.0,202.0,215.0,218.5,195.5,194.4,2022-10-05,4,passing-yards-per-game
24,25,Cleveland,197.5,217.3,226.0,213.0,182.0,195.3,2022-10-05,4,passing-yards-per-game
25,26,San Francisco,189.3,200.7,239.0,211.5,167.0,236.6,2022-10-05,4,passing-yards-per-game
26,27,Tennessee,185.3,158.3,116.0,259.0,111.5,201.7,2022-10-05,4,passing-yards-per-game
27,28,Pittsburgh,181.5,178.0,178.0,165.0,198.0,221.1,2022-10-05,4,passing-yards-per-game
28,29,Atlanta,181.0,169.7,131.0,173.0,189.0,218.4,2022-10-05,4,passing-yards-per-game
29,30,Carolina,166.0,152.3,180.0,178.3,129.0,190.5,2022-10-05,4,passing-yards-per-game
30,31,NY Giants,139.5,134.0,71.0,134.0,156.0,188.0,2022-10-05,4,passing-yards-per-game
31,32,Chicago,97.5,95.0,155.0,93.5,101.5,188.6,2022-10-05,4,passing-yards-per-game
0,1,NY Giants,192.5,177.3,262.0,177.3,238.0,99.3,2022-10-05,4,rushing-yards-per-game
1,2,Cleveland,187.3,177.3,177.0,177.5,197.0,145.4,2022-10-05,4,rushing-yards-per-game
2,3,Chicago,177.3,203.3,149.0,190.0,164.5,118.7,2022-10-05,4,rushing-yards-per-game
3,4,Atlanta,168.0,157.0,202.0,201.5,134.5,85.4,2022-10-05,4,rushing-yards-per-game
4,5,Philadelphia,165.3,148.3,210.0,186.5,144.0,156.1,2022-10-05,4,rushing-yards-per-game
5,6,Detroit,164.0,158.3,145.0,172.3,139.0,110.9,2022-10-05,4,rushing-yards-per-game
6,7,Green Bay,145.0,156.3,199.0,201.0,89.0,109.3,2022-10-05,4,rushing-yards-per-game
7,8,Baltimore,142.0,168.3,162.0,158.5,125.5,145.8,2022-10-05,4,rushing-yards-per-game
8,9,San Francisco,135.3,121.7,88.0,138.5,132.0,124.6,2022-10-05,4,rushing-yards-per-game
9,10,New England,128.5,145.3,167.0,145.0,123.0,124.4,2022-10-05,4,rushing-yards-per-game
10,11,Kansas City,117.0,113.3,189.0,93.0,125.0,119.1,2022-10-05,4,rushing-yards-per-game
11,12,Buffalo,115.5,113.7,125.0,101.0,120.3,131.2,2022-10-05,4,rushing-yards-per-game
12,13,Seattle,114.8,127.7,235.0,94.0,135.5,122.0,2022-10-05,4,rushing-yards-per-game
13,14,Las Vegas,113.0,129.3,212.0,146.0,80.0,95.6,2022-10-05,4,rushing-yards-per-game
14,15,Arizona,112.0,115.0,132.0,86.5,137.5,118.7,2022-10-05,4,rushing-yards-per-game
15,16,New Orleans,111.5,98.3,111.0,100.0,115.3,117.1,2022-10-05,4,rushing-yards-per-game
16,17,Jacksonville,110.3,106.0,71.0,96.0,115.0,103.2,2022-10-05,4,rushing-yards-per-game
17,18,Denver,109.5,111.7,85.0,125.0,94.0,119.1,2022-10-05,4,rushing-yards-per-game
18,19,Dallas,104.0,115.0,62.0,80.0,176.0,122.0,2022-10-05,4,rushing-yards-per-game
19,20,Tennessee,102.3,105.3,127.0,101.0,103.5,141.3,2022-10-05,4,rushing-yards-per-game
20,21,Washington,100.5,105.7,142.0,86.0,115.0,121.2,2022-10-05,4,rushing-yards-per-game
21,22,Minnesota,98.0,88.7,81.0,124.5,71.5,113.5,2022-10-05,4,rushing-yards-per-game
22,23,Pittsburgh,97.3,104.7,119.0,105.0,89.5,91.1,2022-10-05,4,rushing-yards-per-game
23,24,Carolina,96.3,110.3,40.0,79.7,146.0,108.4,2022-10-05,4,rushing-yards-per-game
24,25,Houston,95.0,101.0,131.0,104.0,86.0,83.6,2022-10-05,4,rushing-yards-per-game
25,26,Cincinnati,89.5,75.0,67.0,100.0,79.0,99.3,2022-10-05,4,rushing-yards-per-game
26,27,Indianapolis,87.8,58.0,38.0,60.0,115.5,149.4,2022-10-05,4,rushing-yards-per-game
27,28,NY Jets,87.5,89.0,98.0,79.5,95.5,98.1,2022-10-05,4,rushing-yards-per-game
28,29,Miami,69.3,70.7,85.0,53.0,85.5,92.2,2022-10-05,4,rushing-yards-per-game
29,30,LA Rams,68.5,74.0,57.0,58.5,78.5,95.7,2022-10-05,4,rushing-yards-per-game
30,31,Tampa Bay,65.3,36.3,3.0,18.5,112.0,96.3,2022-10-05,4,rushing-yards-per-game
31,32,LA Chargers,64.5,60.7,81.0,51.0,78.0,107.9,2022-10-05,4,rushing-yards-per-game
0,1,Baltimore,33.0,33.0,37.0,38.0,30.5,22.8,2022-09-28,3,points-per-game
1,2,Detroit,31.7,31.7,24.0,35.5,24.0,19.1,2022-09-28,3,points-per-game
2,3,Buffalo,30.3,30.3,19.0,41.0,25.0,29.8,2022-09-28,3,points-per-game
3,4,Kansas City,29.3,29.3,17.0,27.0,30.5,29.4,2022-09-28,3,points-per-game
4,5,Philadelphia,28.7,28.7,24.0,24.0,31.0,25.5,2022-09-28,3,points-per-game
5,6,Cleveland,28.3,28.3,29.0,29.5,26.0,20.5,2022-09-28,3,points-per-game
6,7,Jacksonville,28.0,28.0,38.0,24.0,30.0,14.9,2022-09-28,3,points-per-game
7,8,Miami,27.7,27.7,21.0,20.5,42.0,20.1,2022-09-28,3,points-per-game
8,9,Atlanta,26.7,26.7,27.0,26.0,27.0,18.4,2022-09-28,3,points-per-game
9,10,Las Vegas,21.3,21.3,22.0,23.0,20.5,21.8,2022-09-28,3,points-per-game
10,10,Cincinnati,21.3,21.3,27.0,20.0,22.0,26.3,2022-09-28,3,points-per-game
11,12,Washington,21.0,21.0,8.0,18.0,27.0,19.7,2022-09-28,3,points-per-game
12,13,Arizona,20.7,20.7,12.0,16.5,29.0,25.6,2022-09-28,3,points-per-game
13,13,Carolina,20.7,20.7,22.0,23.0,16.0,17.9,2022-09-28,3,points-per-game
14,15,LA Rams,20.3,20.3,20.0,20.5,20.0,27.0,2022-09-28,3,points-per-game
15,16,LA Chargers,19.3,19.3,10.0,17.0,24.0,27.9,2022-09-28,3,points-per-game
16,16,Minnesota,19.3,19.3,28.0,25.5,7.0,25.0,2022-09-28,3,points-per-game
17,18,NY Giants,18.7,18.7,16.0,17.5,21.0,15.2,2022-09-28,3,points-per-game
18,19,Pittsburgh,18.0,18.0,17.0,14.0,20.0,20.2,2022-09-28,3,points-per-game
19,20,Chicago,17.3,17.3,23.0,21.0,10.0,18.3,2022-09-28,3,points-per-game
20,20,NY Jets,17.3,17.3,12.0,10.5,31.0,18.2,2022-09-28,3,points-per-game
21,22,New Orleans,17.0,17.0,14.0,10.0,20.5,21.4,2022-09-28,3,points-per-game
22,22,Tennessee,17.0,17.0,24.0,22.0,7.0,24.2,2022-09-28,3,points-per-game
23,22,Tampa Bay,17.0,17.0,12.0,12.0,19.5,29.9,2022-09-28,3,points-per-game
24,25,New England,16.7,16.7,26.0,26.0,12.0,26.6,2022-09-28,3,points-per-game
25,26,Houston,16.3,16.3,20.0,20.0,14.5,16.5,2022-09-28,3,points-per-game
26,27,Green Bay,16.0,16.0,14.0,27.0,10.5,25.6,2022-09-28,3,points-per-game
27,28,San Francisco,15.7,15.7,10.0,27.0,10.0,24.0,2022-09-28,3,points-per-game
28,28,Seattle,15.7,15.7,23.0,20.0,7.0,23.2,2022-09-28,3,points-per-game
29,30,Dallas,15.3,15.3,23.0,11.5,23.0,30.4,2022-09-28,3,points-per-game
30,31,Denver,14.3,14.3,11.0,13.5,16.0,19.7,2022-09-28,3,points-per-game
31,32,Indianapolis,13.3,13.3,20.0,20.0,10.0,26.5,2022-09-28,3,points-per-game
0,1,Jacksonville,0.3,0.3,0.0,0.0,0.5,1.7,2022-09-28,3,giveaways-per-game
1,1,Cleveland,0.3,0.3,0.0,0.5,0.0,1.3,2022-09-28,3,giveaways-per-game
2,1,Arizona,0.3,0.3,0.0,0.0,1.0,0.9,2022-09-28,3,giveaways-per-game
3,1,Philadelphia,0.3,0.3,0.0,1.0,0.0,1.1,2022-09-28,3,giveaways-per-game
4,5,Dallas,0.7,0.7,0.0,1.0,0.0,1.2,2022-09-28,3,giveaways-per-game
5,5,Detroit,0.7,0.7,1.0,0.5,1.0,1.4,2022-09-28,3,giveaways-per-game
6,5,Miami,0.7,0.7,0.0,0.0,2.0,1.5,2022-09-28,3,giveaways-per-game
7,8,Pittsburgh,1.0,1.0,1.0,2.0,0.5,1.2,2022-09-28,3,giveaways-per-game
8,8,Houston,1.0,1.0,2.0,1.0,1.0,1.3,2022-09-28,3,giveaways-per-game
9,8,Kansas City,1.0,1.0,2.0,0.0,1.5,1.5,2022-09-28,3,giveaways-per-game
10,8,Denver,1.0,1.0,0.0,0.5,2.0,1.1,2022-09-28,3,giveaways-per-game
11,8,Carolina,1.0,1.0,0.0,0.5,2.0,1.7,2022-09-28,3,giveaways-per-game
12,8,LA Chargers,1.0,1.0,2.0,1.0,1.0,1.3,2022-09-28,3,giveaways-per-game
13,8,NY Giants,1.0,1.0,1.0,0.5,2.0,1.8,2022-09-28,3,giveaways-per-game
14,8,Baltimore,1.0,1.0,2.0,0.0,1.5,1.5,2022-09-28,3,giveaways-per-game
15,16,Chicago,1.3,1.3,2.0,1.5,1.0,1.7,2022-09-28,3,giveaways-per-game
16,16,Tampa Bay,1.3,1.3,2.0,2.0,1.0,1.1,2022-09-28,3,giveaways-per-game
17,16,Minnesota,1.3,1.3,1.0,0.5,3.0,0.8,2022-09-28,3,giveaways-per-game
18,19,Washington,1.7,1.7,1.0,2.0,1.0,1.4,2022-09-28,3,giveaways-per-game
19,19,Las Vegas,1.7,1.7,1.0,1.0,2.0,1.4,2022-09-28,3,giveaways-per-game
20,19,San Francisco,1.7,1.7,3.0,0.0,2.5,1.4,2022-09-28,3,giveaways-per-game
21,19,Buffalo,1.7,1.7,1.0,0.0,2.5,1.2,2022-09-28,3,giveaways-per-game
22,19,Green Bay,1.7,1.7,2.0,1.0,2.0,0.8,2022-09-28,3,giveaways-per-game
23,19,Seattle,1.7,1.7,1.0,1.0,3.0,0.8,2022-09-28,3,giveaways-per-game
24,25,Tennessee,2.0,2.0,1.0,1.0,4.0,1.6,2022-09-28,3,giveaways-per-game
25,25,Cincinnati,2.0,2.0,1.0,5.0,0.5,1.1,2022-09-28,3,giveaways-per-game
26,25,Indianapolis,2.0,2.0,1.0,1.0,2.5,1.1,2022-09-28,3,giveaways-per-game
27,28,Atlanta,2.3,2.3,2.0,2.0,2.5,1.5,2022-09-28,3,giveaways-per-game
28,28,NY Jets,2.3,2.3,4.0,3.0,1.0,1.6,2022-09-28,3,giveaways-per-game
29,28,LA Rams,2.3,2.3,1.0,3.0,1.0,1.4,2022-09-28,3,giveaways-per-game
30,31,New England,2.7,2.7,4.0,4.0,2.0,1.4,2022-09-28,3,giveaways-per-game
31,32,New Orleans,3.0,3.0,3.0,5.0,2.0,1.1,2022-09-28,3,giveaways-per-game
0,1,Jacksonville,2.7,2.7,2.0,3.0,2.5,0.5,2022-09-28,3,takeaways-per-game
1,1,Tampa Bay,2.7,2.7,2.0,2.0,3.0,1.9,2022-09-28,3,takeaways-per-game
2,1,Baltimore,2.7,2.7,4.0,2.0,3.0,0.9,2022-09-28,3,takeaways-per-game
