,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
27,1994,7-9 (43.8%),5-11 (31.3%),6-4 (60.0%),4-6 (40.0%),5-3 (62.5%),4-4 (50.0%),5-2 (71.4%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),7-9 (43.8%)
28,1993,8-8 (50.0%),10-6 (62.5%),4-1 (80.0%),2-3 (40.0%),3-5 (37.5%),4-4 (50.0%),3-1 (75.0%),1-3 (25.0%),0-4 (0.0%),3-1 (75.0%),6-10 (37.5%)
29,1992,11-5 (68.8%),9-7 (56.3%),11-2 (84.6%),8-5 (61.5%),8-0 (100.0%),6-2 (75.0%),8-0 (100.0%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
30,1991,10-6 (62.5%),8-7-1 (53.3%),5-3 (62.5%),3-4-1 (42.9%),4-4 (50.0%),3-5 (37.5%),2-2 (50.0%),1-3 (25.0%),2-2 (50.0%),2-2 (50.0%),6-9-1 (40.0%)
31,1990,10-6 (62.5%),8-8 (50.0%),7-2 (77.8%),5-4 (55.6%),6-2 (75.0%),6-2 (75.0%),5-2 (71.4%),5-2 (71.4%),1-0 (100.0%),1-0 (100.0%),11-4-1 (73.3%)
32,1989,11-5 (68.8%),8-8 (50.0%),7-4 (63.6%),4-7 (36.4%),6-2 (75.0%),3-5 (37.5%),5-2 (71.4%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),6-10 (37.5%)
33,1988,10-6 (62.5%),9-7 (56.3%),7-3 (70.0%),5-5 (50.0%),5-3 (62.5%),4-4 (50.0%),4-3 (57.1%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
34,1987,7-8 (46.7%),10-4-1 (71.4%),2-2 (50.0%),2-2 (50.0%),4-4 (50.0%),4-4 (50.0%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),9-3 (75.0%)
35,1986,5-10-1 (33.3%),9-7 (56.3%),1-2-1 (33.3%),1-3 (25.0%),2-5-1 (28.6%),4-4 (50.0%),1-1-1 (50.0%),1-2 (33.3%),1-4 (20.0%),3-2 (60.0%),5-9-2 (35.7%)
36,1985,7-9 (43.8%),7-9 (43.8%),2-1 (66.7%),0-3 (0.0%),4-4 (50.0%),2-6 (25.0%),2-1 (66.7%),0-3 (0.0%),2-3 (40.0%),2-3 (40.0%),6-9-1 (40.0%)
37,1984,6-9-1 (40.0%),10-6 (62.5%),2-1 (66.7%),1-2 (33.3%),5-3 (62.5%),4-4 (50.0%),2-0 (100.0%),1-1 (50.0%),3-3 (50.0%),3-3 (50.0%),7-9 (43.8%)
38,1983,5-11 (31.3%),6-10 (37.5%),0-5 (0.0%),0-5 (0.0%),1-7 (12.5%),1-7 (12.5%),0-5 (0.0%),0-5 (0.0%),1-1 (50.0%),1-1 (50.0%),6-10 (37.5%)
39,1982,3-6 (33.3%),3-6 (33.3%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),0-0 (0.0%),0-0 (0.0%),6-3 (66.7%)
40,1981,10-6 (62.5%),10-6 (62.5%),9-5 (64.3%),9-5 (64.3%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),5-11 (31.3%)
41,1980,12-4 (75.0%),11-5 (68.8%),11-2 (84.6%),9-4 (69.2%),7-1 (87.5%),5-3 (62.5%),7-1 (87.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
42,1979,11-5 (68.8%),8-7-1 (53.3%),6-3 (66.7%),3-5-1 (37.5%),5-3 (62.5%),3-4-1 (42.9%),4-2 (66.7%),2-3-1 (40.0%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
43,1978,9-7 (56.3%),10-5-1 (66.7%),5-1 (83.3%),3-2-1 (60.0%),5-3 (62.5%),6-2 (75.0%),3-1 (75.0%),3-1 (75.0%),2-2 (50.0%),3-1 (75.0%),0-0 (0.0%)
44,1977,5-9 (35.7%),8-6 (57.1%),4-1 (80.0%),2-3 (40.0%),4-3 (57.1%),3-4 (42.9%),4-1 (80.0%),2-3 (40.0%),0-2 (0.0%),1-1 (50.0%),0-0 (0.0%)
45,1976,4-10 (28.6%),6-8 (42.9%),1-0 (100.0%),1-0 (100.0%),2-5 (28.6%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),1-5 (16.7%),3-3 (50.0%),0-0 (0.0%)
46,1975,4-10 (28.6%),7-7 (50.0%),0-2 (0.0%),0-2 (0.0%),2-5 (28.6%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),2-4 (33.3%),4-2 (66.7%),0-0 (0.0%)
47,1974,7-7 (50.0%),8-6 (57.1%),4-2 (66.7%),4-2 (66.7%),5-2 (71.4%),5-2 (71.4%),3-0 (100.0%),3-0 (100.0%),2-2 (50.0%),2-2 (50.0%),0-0 (0.0%)
48,1973,5-8-1 (38.5%),7-7 (50.0%),1-0 (100.0%),0-1 (0.0%),4-3 (57.1%),3-4 (42.9%),1-0 (100.0%),0-1 (0.0%),3-3 (50.0%),3-3 (50.0%),0-0 (0.0%)
49,1972,2-11-1 (15.4%),6-8 (42.9%),0-0 (0.0%),0-0 (0.0%),0-6-1 (0.0%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-6-1 (0.0%),2-5 (28.6%),0-0 (0.0%)
50,1971,6-7-1 (46.2%),8-5-1 (61.5%),1-1 (50.0%),1-1 (50.0%),3-4 (42.9%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),2-3 (40.0%),3-2 (60.0%),0-0 (0.0%)
51,1970,3-10-1 (23.1%),9-5 (64.3%),1-0 (100.0%),1-0 (100.0%),3-3-1 (50.0%),5-2 (71.4%),1-0 (100.0%),1-0 (100.0%),2-3-1 (40.0%),4-2 (66.7%),0-0 (0.0%)
52,1969,4-9-1 (30.8%),8-6 (57.1%),2-2 (50.0%),1-3 (25.0%),2-5 (28.6%),3-4 (42.9%),2-2 (50.0%),1-3 (25.0%),0-3 (0.0%),2-1 (66.7%),0-0 (0.0%)
53,1968,2-12 (14.3%),5-8-1 (38.5%),1-0 (100.0%),1-0 (100.0%),1-6 (14.3%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),0-6 (0.0%),1-5 (16.7%),0-0 (0.0%)
54,1967,6-7-1 (46.2%),7-7 (50.0%),3-3 (50.0%),3-3 (50.0%),5-2 (71.4%),5-2 (71.4%),2-1 (66.7%),2-1 (66.7%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
55,1966,9-6 (60.0%),10-5 (66.7%),5-1 (83.3%),4-2 (66.7%),5-2 (71.4%),4-3 (57.1%),3-1 (75.0%),2-2 (50.0%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
56,1965,5-9 (35.7%),9-5 (64.3%),1-4 (20.0%),1-4 (20.0%),2-5 (28.6%),3-4 (42.9%),0-3 (0.0%),0-3 (0.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
57,1964,6-8 (42.9%),8-6 (57.1%),1-3 (25.0%),1-3 (25.0%),3-4 (42.9%),4-3 (57.1%),1-3 (25.0%),1-3 (25.0%),1-1 (50.0%),2-0 (100.0%),0-0 (0.0%)
58,1963,2-10-2 (16.7%),6-8 (42.9%),1-3 (25.0%),1-3 (25.0%),1-5-1 (16.7%),3-4 (42.9%),1-3 (25.0%),1-3 (25.0%),0-2-1 (0.0%),2-1 (66.7%),0-0 (0.0%)
59,1962,3-10-1 (23.1%),5-9 (35.7%),0-3 (0.0%),0-3 (0.0%),2-5 (28.6%),2-5 (28.6%),0-2 (0.0%),0-2 (0.0%),2-2 (50.0%),2-2 (50.0%),0-0 (0.0%)
60,1961,10-4 (71.4%),6-8 (42.9%),8-1 (88.9%),4-5 (44.4%),5-2 (71.4%),2-5 (28.6%),4-1 (80.0%),1-4 (20.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
61,1960,10-2 (83.3%),7-5 (58.3%),8-1 (88.9%),5-4 (55.6%),5-1 (83.3%),3-3 (50.0%),5-0 (100.0%),3-2 (60.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
62,1959,7-5 (58.3%),5-7 (41.7%),6-1 (85.7%),4-3 (57.1%),5-1 (83.3%),3-3 (50.0%),4-1 (80.0%),2-3 (40.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
63,1958,2-9-1 (18.2%),3-8-1 (27.3%),0-4 (0.0%),0-4 (0.0%),2-4 (33.3%),2-3-1 (40.0%),0-3 (0.0%),0-3 (0.0%),1-1 (50.0%),1-0-1 (100.0%),0-0 (0.0%)
64,1957,4-8 (33.3%),5-7 (41.7%),1-1 (50.0%),0-2 (0.0%),3-3 (50.0%),3-3 (50.0%),1-1 (50.0%),0-2 (0.0%),2-2 (50.0%),3-1 (75.0%),0-0 (0.0%)
65,1956,3-8-1 (27.3%),6-6 (50.0%),2-1 (66.7%),2-1 (66.7%),2-3-1 (40.0%),3-3 (50.0%),2-1 (66.7%),2-1 (66.7%),0-2-1 (0.0%),1-2 (33.3%),0-0 (0.0%)
66,1955,4-7-1 (36.4%),5-6-1 (45.5%),3-5-1 (37.5%),2-6-1 (25.0%),4-2 (66.7%),3-2-1 (60.0%),3-2 (60.0%),2-2-1 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
67,1954,7-4-1 (63.6%),6-6 (50.0%),6-2 (75.0%),3-5 (37.5%),5-1 (83.3%),3-3 (50.0%),4-1 (80.0%),2-3 (40.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
68,1953,7-4-1 (63.6%),7-3 (70.0%),5-2 (71.4%),5-2 (71.4%),5-0-1 (100.0%),5-0 (100.0%),4-0 (100.0%),4-0 (100.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
69,1952,7-5 (58.3%),3-7 (30.0%),4-2 (66.7%),1-5 (16.7%),4-2 (66.7%),1-4 (20.0%),4-0 (100.0%),1-3 (25.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
