,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
47,1974,5-9 (35.7%),7-7 (50.0%),3-2 (60.0%),3-2 (60.0%),1-6 (14.3%),2-5 (28.6%),1-2 (33.3%),1-2 (33.3%),0-4 (0.0%),1-3 (25.0%),0-0 (0.0%)
48,1973,7-5-2 (58.3%),6-8 (42.9%),6-2-1 (75.0%),4-5 (44.4%),5-1-1 (83.3%),4-3 (57.1%),4-1-1 (80.0%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
49,1972,8-6 (57.1%),6-8 (42.9%),7-4 (63.6%),5-6 (45.5%),3-4 (42.9%),2-5 (28.6%),3-4 (42.9%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
50,1971,10-3-1 (76.9%),6-6-2 (50.0%),9-2 (81.8%),5-5-1 (50.0%),7-0 (100.0%),4-2-1 (66.7%),7-0 (100.0%),4-2-1 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
51,1970,7-5-2 (58.3%),4-10 (28.6%),7-3-2 (70.0%),4-8 (33.3%),4-1-2 (80.0%),2-5 (28.6%),4-1-2 (80.0%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
52,1969,11-3 (78.6%),8-5-1 (61.5%),11-2 (84.6%),8-5 (61.5%),6-1 (85.7%),3-4 (42.9%),6-1 (85.7%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
53,1968,12-2 (85.7%),6-5 (54.5%),8-1 (88.9%),5-4 (55.6%),6-1 (85.7%),2-2 (50.0%),3-1 (75.0%),2-2 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
54,1967,9-5 (64.3%),7-7 (50.0%),9-4 (69.2%),7-6 (53.8%),4-3 (57.1%),3-4 (42.9%),4-3 (57.1%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
55,1966,11-2-1 (84.6%),9-5 (64.3%),9-2-1 (81.8%),7-5 (58.3%),4-2-1 (66.7%),3-4 (42.9%),4-2-1 (66.7%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
56,1965,7-5-2 (58.3%),8-4-1 (66.7%),5-2-1 (71.4%),5-3 (62.5%),5-2 (71.4%),5-2 (71.4%),4-2 (66.7%),4-2 (66.7%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
57,1964,7-7 (50.0%),5-8 (38.5%),5-2 (71.4%),4-3 (57.1%),4-3 (57.1%),2-4 (33.3%),3-0 (100.0%),2-1 (66.7%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
58,1963,5-7-2 (41.7%),5-8 (38.5%),3-5-1 (37.5%),3-6 (33.3%),4-3 (57.1%),4-3 (57.1%),3-3 (50.0%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
59,1962,11-3 (78.6%),7-5-2 (58.3%),9-2 (81.8%),5-4-2 (55.6%),6-1 (85.7%),3-3-1 (50.0%),6-0 (100.0%),3-2-1 (60.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
60,1961,6-8 (42.9%),5-8 (38.5%),5-4 (55.6%),3-6 (33.3%),4-3 (57.1%),4-2 (66.7%),3-2 (60.0%),3-2 (60.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
61,1960,8-6 (57.1%),6-6-1 (50.0%),6-5 (54.5%),5-5-1 (50.0%),5-2 (71.4%),4-2 (66.7%),4-2 (66.7%),4-2 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
