,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
44,1977,8-6 (57.1%),7-7 (50.0%),5-3 (62.5%),4-4 (50.0%),5-2 (71.4%),4-3 (57.1%),3-1 (75.0%),2-2 (50.0%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
45,1976,10-4 (71.4%),7-5-2 (58.3%),10-1 (90.9%),7-3-1 (70.0%),6-1 (85.7%),4-2-1 (66.7%),6-0 (100.0%),4-1-1 (80.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
46,1975,11-3 (78.6%),7-6-1 (53.8%),11-1 (91.7%),7-4-1 (63.6%),6-1 (85.7%),5-2 (71.4%),6-0 (100.0%),5-1 (83.3%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
47,1974,7-7 (50.0%),7-7 (50.0%),6-4 (60.0%),5-5 (50.0%),4-3 (57.1%),4-3 (57.1%),3-3 (50.0%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
48,1973,10-4 (71.4%),9-5 (64.3%),7-2 (77.8%),5-4 (55.6%),7-0 (100.0%),7-0 (100.0%),4-0 (100.0%),4-0 (100.0%),3-0 (100.0%),3-0 (100.0%),0-0 (0.0%)
49,1972,8-6 (57.1%),9-5 (64.3%),6-3 (66.7%),6-3 (66.7%),4-3 (57.1%),4-3 (57.1%),3-2 (60.0%),3-2 (60.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
50,1971,4-10 (28.6%),7-7 (50.0%),3-4 (42.9%),3-4 (42.9%),3-4 (42.9%),5-2 (71.4%),3-1 (75.0%),3-1 (75.0%),0-3 (0.0%),2-1 (66.7%),0-0 (0.0%)
51,1970,8-6 (57.1%),10-4 (71.4%),4-0 (100.0%),4-0 (100.0%),5-2 (71.4%),6-1 (85.7%),3-0 (100.0%),3-0 (100.0%),2-2 (50.0%),3-1 (75.0%),0-0 (0.0%)
52,1969,4-9-1 (30.8%),6-8 (42.9%),1-2 (33.3%),1-2 (33.3%),4-3 (57.1%),4-3 (57.1%),1-2 (33.3%),1-2 (33.3%),3-1 (75.0%),3-1 (75.0%),0-0 (0.0%)
53,1968,3-11 (21.4%),5-7-2 (41.7%),2-2 (50.0%),2-2 (50.0%),2-5 (28.6%),3-3-1 (50.0%),2-1 (66.7%),2-1 (66.7%),0-4 (0.0%),1-2-1 (33.3%),0-0 (0.0%)
